"permaju_urls_link","permaju_urls_date_date","permaju_urls_date_user","permaju_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 11, 2018 9:48 PM","capayam2018","ari ni ttp pd hage belian"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 11, 2018 10:53 PM","Winwin98","https://www.investing.com/news/stock-market-news/china-moves-on-us-car..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 12, 2018 9:34 AM","stockholm999","i enough liao. sold at 39 cent, 100lot."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 12, 2018 9:35 AM","stockholm999","jantung tak dapat support"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 14, 2018 11:36 AM","Popit76","22 22 22 22 22 hehe"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 14, 2018 2:44 PM","thebursapro","Same group of sharks goreng sanbumi then permaju."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 14, 2018 4:11 PM","stockholm999","can collect liao. 0.355 or 0.35"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 16, 2018 3:33 PM","johnbrooks","How do u know its the sharks?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 21, 2018 9:28 AM","cheong3288","wait till 25-27cents to collect"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 24, 2018 9:58 PM","KenLui","trap permaju ppl must becareful"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 28, 2018 9:59 AM","HazByn","uptrend."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 28, 2018 4:26 PM","valensi88","malu2 mahu naik"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Dec 28, 2018 6:20 PM","Jomkaya4","tahun depan pasti fly..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 4, 2019 11:00 AM","Pilotsport","Fgv Tolong support sikit"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 7, 2019 9:38 AM","manikams","Going downhill."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 8, 2019 3:46 PM","hkhk","sure or not bramal"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 18, 2019 4:52 PM","NaasifBaik","can buy back in and wait it fly again?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 24, 2019 6:33 PM","matg",""
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 27, 2019 6:40 PM","moneykj","Why I look here look there Orion very similar to 1 stock king I in 2014:
1. No of share: both also about 600m
2. Start to goreng from 0.105
3. Both start after announcement of government link project. Both fintech. ""I"" doing GST collection software for government.
4. Cumulative 4 q earning after start goreng was 30m for ""I"". Cimb estimated Orion can come to highest 29m for 2019.
5. Both also start from weak results. ""I"" only 421k. Orion 1m.
6. Both also got pp.
One famous anei behind the rise of ""I"". I believe he also behind Orion.
""I"" rose more than 1500%. How will Orion?
http://www.theedgemarkets.com/article/orion-rises-15-prospects-next-fi...
http://www.theedgemarkets.com/article/ministry-targets-rm55-bil-revenu..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 30, 2019 8:37 PM","thesteward","TOMOLO ...one more round to break .40 fingers crossed"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Jan 30, 2019 8:37 PM","Unknown123",""
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 8, 2019 5:21 PM","Tnecera Prime","accumulate?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 12, 2019 12:35 PM","param54","today break .40"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 12, 2019 2:05 PM","Tnecera Prime","is it today?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 13, 2019 8:57 AM","capayam2018","mggu dpn 0.4"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 13, 2019 12:11 PM","sportstoto","Hari ini 0.40"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 17, 2019 6:53 PM","capayam2018","TOMOLO fly....."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 18, 2019 12:13 PM","stevenwongg","Today got fly??,hahaha"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 20, 2019 2:47 PM","Woo Kok Keong","Good I like it climb like this build strong momentum now just wait sudden flying"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 20, 2019 4:28 PM","Hanip","waaa, hihi psiko betoi main kaunter ni"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 26, 2019 9:21 AM","2323","Tp 0.60"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 27, 2019 12:36 PM","capayam2018","mggu dpn kemungkinan 0.5 angpa msk sendiri bayar...hahaha."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 27, 2019 3:09 PM","Woo Kok Keong","So boring.... Wait already 1week price still stuck at 41sen"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 27, 2019 3:49 PM","Woo Kok Keong","Wow q4 really good earning heard from friends"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 27, 2019 5:02 PM","slash8479","Ready to fly"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 3:47 PM","2323","Wah...what happen......"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 3:50 PM","lextcs","shake the monkeys off the trees …"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 5:22 PM","2323","GG"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 5:45 PM","buah_kurma","habis lah besok. QTR koyak"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 5:45 PM","2323","No eyes see...."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Feb 28, 2019 11:11 PM","BlackCapital","GG"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 1, 2019 5:48 PM","capayam2018","satu kali lg ko buat hage turun gila gila...aku jual ko. hahaha"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 7, 2019 8:09 PM","Lim Elson","good.. dapat sikit profit from morning goreng.. hope tomorrow they goreng lagi... hehe"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 8, 2019 2:19 PM","Woo Kok Keong","This share sure go 60sen"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 10, 2019 8:39 PM","Hariz Azman","Ready to fly soon."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 12, 2019 8:31 AM","Woo Kok Keong","Gogogo this week will be good"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 14, 2019 1:05 PM","Woo Kok Keong","Is coming is coming!¡!!!!"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 15, 2019 1:55 PM","Woo Kok Keong","So yummy earn some more Raya money"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 18, 2019 2:46 PM","thkq13","Target price 1.02"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=39","Mar 19, 2019 9:13 AM","capayam2018","wow....tggi tu"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 19, 2019 2:18 PM","stocking","look at the upward trending, slow and steady with respectable vol.
TP 1.00"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 24, 2019 1:00 AM","Donald788","Any reason to support tp @ 1.00?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 26, 2019 11:39 AM","rosetan","https://www.thestar.com.my/business/business-news/2019/03/25/permaju-i..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 26, 2019 3:24 PM","Abu Rifqi Raqib","news???nothing look good"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 27, 2019 10:08 AM","mr hh","wow"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 27, 2019 4:23 PM","stocking","aiyah...why post this news..... https://www.thestar.com.my/business/business-news/2019/03/25/permaju-i...
let it slowly go up mah"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 27, 2019 5:14 PM","Tbt95","What price will it go highest?
Any suggest"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 27, 2019 5:15 PM","Tbt95","Seen that break 0.500 no longer
Will it break 0.550"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 28, 2019 10:02 AM","afandi","less than 10% seller..why cannot up..aduhhh"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 28, 2019 2:20 PM","stocking","looking at 1.00 in 3 to 6 months"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 28, 2019 2:23 PM","lextcs","so bullish meh? rollover activities everyday leh...but they give u lunch money everyday …. buy when its red sell when its green...take whatever they give...."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 29, 2019 11:21 AM","thkq13","Good buy"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 31, 2019 8:50 PM","2323","Top up...."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 2, 2019 6:33 PM","6257","This week will close at 0.550-0.560"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 3, 2019 12:15 PM","6257","0.550"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 5, 2019 10:42 AM","stocking","everyday 1 to 2 cents up cukup"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 5, 2019 5:40 PM","6257","Close at 0.545 so sad"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 10, 2019 3:21 PM","HiddenDragon","has it reached the expected top?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 10, 2019 9:56 PM","6257","Not yet.will go to 0.580 by this week"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 11, 2019 4:58 PM","6257","0.555 sell"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 16, 2019 9:22 PM","capayam2018","minggu dpn 0.6"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 24, 2019 5:46 PM","capayam2018","tertggi yg baru 0.590. ttp 0.580. semoga sentuh 0.600 esok atau lusa"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Jun 4, 2019 9:26 AM","arfastrade","Ok TP today 60"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Jun 21, 2019 8:14 AM","capayam2018","next month pun blum tentu 60c."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Aug 1, 2019 1:58 PM","capayam2018","harap2 bln sept ni 0.80"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Oct 26, 2019 7:37 AM","Ayamserama Baik","Aku rasa... Akhir thn ni 0.90c"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 6, 2020 10:37 AM","SpicyMcDeluxe","Aloha semua"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 11, 2020 11:39 AM","ELVIN5209","up.. up... up"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 13, 2020 10:00 AM","prince4","Covid-19 make economy slown down fundamental company will metamorphism and company with high debt will the time to collapse.Expect local and foreign funds money would not flow in big cap and mid cap stock because everybody scare buy high losses money . In this few month expect Funds manager money would flow out in bigcap and midcap stocks and will short selling midcap stocks for make money so now no prospects cannot buy and hold.
market stock RM5.00 drop to RM 2.00 ,followed RM2.00 drop RM1.00,followed RM1.00 drop to 50 cent,followed 50 cent drop to 20cent ,followed 20 cent drop to 10cent ,followed 10cent drop to bottom.
High debt company cannot hold ,high prices stock cannot hold , market never sleep money never sleep just buy bottom low prices with cash rich company . This is a opportunity markets smarts money no longer will flows in cheaper stocks sharks will goreng lows price stock at bottom.."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 23, 2020 4:04 PM","KINGCOBRA","very strong....holding the price soooooooooo steady! betul ke?????????"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Mar 26, 2020 12:29 PM","HazByn","close 1.00 today..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 7, 2020 10:43 AM","wesley_gold","宏进工业（PERMAJU,7080,主板消费产品服务组）与香港生物科技新创公司──Pentaweft生物科技有限公司（PBL）签署合作协议，以探讨和研究组装和分销名为“Penaclo”的酒精消毒搓手液可行性。
该公司发文告表示，Penaclo已获中国领先呼吸疾病研究所测试有效在使用30秒内消灭99.95%冠状病毒病，PBL现正于中国和其他地区进行专利注册，并放眼在大马、印尼、新加坡、越南、泰国和菲律宾等东南亚市场率先销售。
PBL计划在今年5月对Penaclo进行临床试验，而双方探讨首批产品将针对个人预防市场，未来可能将Penaclo进一步发展成医院、办公司等高危地区的消毒剂。
https://www.sinchew.com.my/content/content_2248831.html"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 13, 2020 9:58 AM","Value888","its sanitizer will sell well"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 13, 2020 3:24 PM","foo","Which companies on Bursa have high cash and low debt
KUALA LUMPUR: The second extension of the movement control order to contain the Covid-19 outbreak — now totalling six weeks until April 28 — means that economic activities will remain subdued for at least another 14 days.
The pandemic, which has infected nearly two million and killed over 100,000 worldwide, presents the worst start possible for the recession expected ahead. As the infection curve has yet to near its peak, it is anyone’s guess on the depth of the economic downturn.
Against this backdrop, survival is the prominent concern now. Investors’ attention is drawn to companies’ balance sheets instead of growth prospects, which is widely expected to be minimal in the best-case scenario, as business volume dwindles and operating cash flow shrink.
Asia Analytica data shows that of some 880 listed companies (after excluding the 40 banks, insurers and investment trusts), 597 companies listed on Bursa Malaysia have cash that is less than their short-term liabilities.
Companies in many different sectors are underlined here, from furniture companies to retailers, automotive-related firms, and a wide range of manufacturers and trading companies.
Meanwhile, 223 listed companies have an interest cover ratio of below one times, meaning their earnings before interests and tax cannot cover interest expenses for a full year. The market capitalisation of most of these companies are below RM2 billion.
Some 321 companies were already in the red last year. Of the 599 profitable ones, around 45.6% of them saw profit decline in the period. Again, most on the list are small-cap firms, according to Asia Analytica data.
It is also worth noting that the economic downturn would be a tough test on companies’ sales quality. Companies with a high portion of credit sale with mounting receivables could be at risk amid the potential cash trap.
A random check shows that 75 listed companies or 8.2% have net gearing of over 100%. Sectors with the most companies in this category are logistics, construction, oil and gas, building materials and property development.
Others with net gearing of above 80% include power companies, telecommunications companies and building materials companies. Power producers’ liabilities are usually backed up by the steady cash flow from power purchase agreements.
On the flip side, notable sectors with low net gearing average include Internet and gas utility companies, and technology solution providers.
Of 79 generic companies with market capitalisation of above RM2 billion (ex-banks, real-estate investment trusts and insurers) only 22 have a cash ratio of above one times and net gearing of below 50%, led by Petronas Chemicals Group Bhd, Petronas Gas Bhd and IOI Corp Bhd.
As reflected by the price-to-book valuations, preference is given for companies with high cash, low debt, steady recurring income and high-quality clients, such as tech companies, and broadband providers.
There are also lesser-known small-cap companies that are cash-rich with sturdy past operations.
As a fund manager pointed out that a downturn is a brewing pot for merger and acquisition activities, as smaller, cash-rich companies with good assets or business prospects usually become undervalued after the market selldown.
The first quarter’s (1Q20) financial result will show how much cash was exhausted amid the two-week shutdown in the second half of March, while prospects of the entire half of 2Q20 being under movement restriction are still visible."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 14, 2020 5:37 PM","liang408","Niceday , tmr continue fly again"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 16, 2020 8:00 PM","Kelvinchow87","what happened to PERMAJU? DROP SO MUCH?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 17, 2020 9:54 AM","Value888","good price show will be on soon"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 17, 2020 10:23 AM","Kelvinchow87","ok..noted"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 21, 2020 10:22 AM","Abushah","any sign going up...looks like long bearish"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 21, 2020 12:27 PM","Value888","it always bounce back"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 21, 2020 3:13 PM","Abushah","bearish is bearish, new low"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 21, 2020 9:31 PM","Kelvinchow87","NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING PERMAJU INDUSTRIES BERHAD (""PERMAJU"" OR THE ""COMPANY"") (I) RIGHTS ISSUE OF ICPS WITH WARRANTS; AND (II) SETTLEMENT (COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")
PERMAJU INDUSTRIES BERHAD
TypeAnnouncementSubjectNEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS)
FUND RAISINGDescriptionPERMAJU INDUSTRIES BERHAD (""PERMAJU"" OR THE ""COMPANY"") (I) RIGHTS ISSUE OF ICPS WITH WARRANTS; AND (II) SETTLEMENT (COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")
(For consistency purposes, the abbreviations and definitions used throughout this announcement shall have the same meanings as those previously defined in the announcement dated 16 April 2018 in relation to the Corporate Exercises.)
Reference is made to the announcement dated 28 February 2020 wherein it was announced that Bursa Securities had, vide its letter dated 28 February 2020, resolved to grant the Company an extension of time up to 14 June 2020 to complete the implementation of the Corporate Exercises, subject to the condition that the Company announces the entitlement date for the Rights Issue of ICPS with Warrants within 2 months from the date of its letter.
On behalf of the Board, Mercury Securities wishes to announce that the Company had on even date submitted an application to seek Bursa Securities’ approval for an extension of time of up to 31 August 2020 for the Company to complete the implementation of the Corporate Exercises, subject to the condition that the Company announces the entitlement date for the Rights Issue of ICPS with Warrants within 1 month from the upliftment of the movement control order by the Government of Malaysia.
This announcement is dated 21 April 2020.
Announcement Info
Company NamePERMAJU INDUSTRIES BERHADStock NamePERMAJUDate Announced21 Apr 2020CategoryGeneral Announcement for PLCReference NumberGA1-21042020-00058"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 21, 2020 9:31 PM","Kelvinchow87","anyone know about the details?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 24, 2020 12:41 PM","hisyam","hope today 0.720"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 24, 2020 3:47 PM","Value888","target 0.80 in near term."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 27, 2020 11:33 AM","Value888","KUALA LUMPUR (April 6): Permaju Industries Bhd is looking into bottling and distributing a Hong Kong firm’s sanitiser product for the Southeast Asian market.
The product is one of the very few solutions in the world that have successfully been tested to work against the Covid-19 virus, Permaju said in a filing with Bursa Malaysia today.
The group said its wholly-owned subsidiary Team Japs Sdn Bhd has entered into a collaboration agreement with Pentaweft Biotech Ltd to study the feasibility of making and distributing the “Penaclo solution” in Southeast Asian countries.
The countries are Malaysia, Indonesia, Singapore, Vietnam, Thailand and the Philippines.
The first batch of the Penaclo solution will be aimed at the personal precautionary market. The parties will then develop other Penaclo solutions aimed at sanitising high-risk areas such as hospitals, offices, restaurants, schools and public transport."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 27, 2020 8:47 PM","Kelvinchow87","volume is coming.."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 28, 2020 10:47 AM","Value888","Is a matter of time, bounce back."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 28, 2020 11:09 AM","hoonghoong528","dropping now at 66cents...up and down"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=40","Apr 28, 2020 11:27 AM","hisyam","going to 65 cent"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 28, 2020 1:03 PM","Kelvinchow87","just buy more at this price..sure will bounce back"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 28, 2020 7:42 PM","Kelvinchow87","KUALA LUMPUR, 28 APRIL 2020 – CERGAZ AUTOHAUS SDN BHD (“Cergaz Autohaus”), a wholly-owned subsidiary of Permaju Industries Berhad (the “Group”) and an authorized 3S dealer for Volkswagen cars. Cergaz Autohaus is primarily involved in the business of sale and distribution of motor vehicles, has signed a Memorandum of Understanding (“MoU”) today with AIR FOR LIFE (M) SDN BHD (“Air For Life”). Air For Life is a global leader in providing the most advanced photocatalyctic air purification system today."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 28, 2020 7:42 PM","Kelvinchow87","NASA technology...
Stay tuned"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 29, 2020 8:24 AM","Value888","Good new business drivers."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 29, 2020 9:49 AM","Kelvinchow87","please pay attention to AT as well"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 8:05 AM","zzzzz","CREDIT SUISSE AG keeps dumping the shares"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 10:48 AM","Value888","Common foreign funds pulling out from Malaysia. Let them go."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 10:50 AM","Value888","Permaju's new ventures are moving very quickly, if you follow their news. Will bomb soon."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 11:12 AM","Kelvinchow87","good move today..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 12:49 PM","BigDaddyCool","2nd session will break 0.73..TP 0.80"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Apr 30, 2020 1:58 PM","Kelvinchow87","gogogo"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 4, 2020 8:42 PM","Kelvinchow87","what do u think guys?
volume up..but price drop...
I think some one is collecting"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 5, 2020 10:09 AM","Value888","Someone has been collecting much."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 5, 2020 10:35 AM","Kelvinchow87","ok..thanks value888"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 6, 2020 10:59 AM","Value888","After AT spike. Next is Permaju :)"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 6, 2020 2:29 PM","Kelvinchow87","yes agree with u bro..
chain reaction.."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 8, 2020 1:38 PM","Kelvinchow87","come on show me the power today.."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 9, 2020 11:14 AM","Abushah","Next week Permaju will maju. EP0.65 TP0.705 TP2 0.75"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 13, 2020 9:49 AM","hisyam","still sleeping ... wake up"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 13, 2020 12:10 PM","hisyam","0.70 cent"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 13, 2020 12:18 PM","Value888","0.80"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 13, 2020 2:33 PM","zombie321","wow today no more sleeping"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 13, 2020 2:39 PM","hisyam","buy buy"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 14, 2020 11:18 AM","Value888","Good chance to collect more before the spike."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 15, 2020 11:40 AM","nuilam hali","Sleeping"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 15, 2020 2:23 PM","Value888","Good chance to collect more."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 18, 2020 7:00 PM","hisyam","this week tap 0.80"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 19, 2020 12:16 AM","CuteRockson","Value888, pls dont cry. I know it hurts."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 19, 2020 10:31 AM","nuilam hali","Every day drop.waiting at 0.20"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","May 19, 2020 2:19 PM","CuteRockson","Value888, are you ok?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 2, 2020 12:37 PM","rivter","luckily that day sell 0.70 warn abit enough~this stock everyday new low cannot play ~
even up oso up 1 day than drop 5 day~"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 2, 2020 12:38 PM","rivter","becafull this stock trap ppl ~ dun buy~"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 4, 2020 2:01 AM","moonasia","......"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 6, 2020 7:11 PM","steven rt","Anyone know if this company has started manufacturing gloves? Or is it just setting up one?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 6, 2020 8:16 PM","ml2020","news says they're ""eye-ing the glove market"". they do not manufacture gloves yet and probably wont be able to do so in the next few years."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 7, 2020 8:44 AM","aikinlai","Already too late into a game......just a sweet news so can goreng....
Pandai pandai if want join the hype..."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 9, 2020 1:57 AM","deskfyong","https://www.klsescreener.com/v2/news/view/685673
already got it rite?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 9, 2020 1:58 AM","deskfyong","https://www.definitemarket.com/blog/between-the-lines
googled and got this too."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 10:53 AM","LA777","Buy, buy, buy, going to shoot up soon."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 11:03 AM","LA777","Permaju into glove company, good news, must buy before other people buy."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 11:31 AM","tap70","sifus.. offload ACO d?"
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 11:35 AM","LA777","Yes, tap70, wait for correction, then buy back aco."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 11:45 AM","tap70","roger sifu LA.."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 12:04 PM","kingb","Dejavu stock."
"https://klse.i3investor.com/servlets/forum/800001302.jsp?ftp=41","Jun 10, 2020 12:10 PM","kingb","You will see the same scenario multiple times."
