"ocr_urls_link","ocr_urls_date_date","ocr_urls_date_user","ocr_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Aug 30, 2018 12:05 PM","Candyliow99","rubbish counter"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Sep 5, 2018 3:14 PM","ZulBMW8058","candyliow99 100% ✓✓"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Dec 7, 2018 11:32 AM","commonsense","At first when i look at the company 2Q18 result, i was a bit bullish on the outlook given that the company recorded a growth of PBT from RM1.8mil to now RM4.3mil. In addition the PBT in 2Q18 was derived from a lower revenue from last year. Initially i thought it was because of the change in focus from construction contract in FY17 to property development in FY18 of which the latter normally has higher profit margin.
But upon studying their result in details, the jump of PBT profit was mainly attributed to the gain on disposal of one of its subsidiaries, amounting to RM 2.6mil. Excluding this PBT would have actually been RM1.7mil which is a slight drop vs last year result. in terms of PAT if normal tax rate were used (24%) PAT would have been around RM1.3mil.
In terms of valuation even if the company managed to get a PAT of RM6mil for the full year of FY18 (1H18 PAT is RM2.2mil), the company's valuation is still high at 16.5x PE. However given the list of projects that the company have at the moment you would assume that the company profit will catch up to the valuation later. Some of the list of project that the company said it is pursuing are:
1) Prima housing in Alor Gajah. GDV RM100mil
2) Housing project in Bangi. GDV RM90mil
3) Prima project in Bukit Jalil. GDV RM155mil
4) Perumahan Penjawat Awam 1Malaysia in Putrajaya GDV RM324mil
5) Affordable housing in Pahang contract value RM166mil
6) Mixed development project in JB GDV RM700mil
7) Mixed development project in Kuantan GDV RM330mil
8) Mixed development project in KL GDV RM202 mil
9) Mixed development project in Melaka GDV RM206 mil
However upon going thru their balance sheet in detail, i have doubts of them being able to pursue these project in the near future. Which means profit level might still be at the RM6mil level in FY19.
If you go through their 2Q18 report, you will notice that cash flow from operation is still negative given that most of the sale is still in receivables. Then you would also notice that the debt level has actually more than double compared to 2017 but still at a manageable at RM61mil. Given the cash balance of RM18.9mil you would think it would be sufficient until some of the receivables (RM77mil) can be converted into cash. But if you look at the cash flow statement, u notice that RM16.4mil are actually pledge to the bank which leaves the company only with a free cash balance of RM2.5mil (and even that RM4.8mil are bank overdraft).
Unless the company convert those high receivables to cash, you have to assume that they are likely to face some liquidity issues which might effect the progress of their property projects. Most probably they will need to raised further capital.
If you are interested in the company, better wait for their balance sheet to improve first. If you are interested in the property industry, there are actually a lot of companies that are cheaper and have stronger balance sheet at the moment.
For those looking to diversify their portfolio outside of the property industry, i would recommend them to look at MBMR.
The company is a direct proxy to Perodua via its 22.6% interest in the company. Valuation is cheap at only 5.9x PE (based on target FY18 PATAMI of RM145mil. 9m PATAMI is already RM106mil). PB is low at only 0.6x BV. 4Q18 results is expected to be higher than 3Q18 and last year's 4Q17. And FY19 growth will be driven by the still high demand of new Myvi and the launch of the new SUV in 1Q19.
Please go through the analyst reports (https://klse.i3investor.com/servlets/stk/pt/5983.jsp) and do your own analysis before making any decisions.
Hope OCR can proof me wrong and deliver the profit growth that is expected of them from their existing shareholders.
Good luck"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Dec 31, 2018 5:45 PM","Candyliow99","bad QR"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Jan 11, 2019 10:06 PM","Dingdongbell","Good chance to collect, and keep.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Jan 28, 2019 12:29 PM","JaBerry","I thought company got some announcement"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 19, 2019 4:27 PM","Klse_faizan","collect mode. :)"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 20, 2019 8:08 PM","LuvLuv","OCR PA holders is advisable to swap to ocr wd when its listed if you want to be in the ring..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 20, 2019 8:14 PM","LuvLuv","OCR WD is expected to trade in the range of 0.09-0.12,lets see"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 21, 2019 11:27 AM","Klse_faizan","tomolo never die"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 27, 2019 7:24 PM","Candyliow99","die long long already"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Feb 28, 2019 12:02 PM","noobbie","todays gem"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 1, 2019 11:10 PM","LaoTzeAhSir","r. i. p con stock n con ong kah hoe. yet another signed contract being terminated by rubbish gov"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 2, 2019 12:39 AM","Candyliow99","https://www.klsescreener.com/v2/news/view/497720"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 4, 2019 11:56 AM","CFTrader","I have only have 1 sentence to say to this company.
Screw this rubbish company.
Sincerely
CFTrader"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 14, 2019 9:57 AM","noobbie","finally move...gogogogo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 26, 2019 10:05 AM","noobbie","woohhooooo..gogogogogoog"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 26, 2019 11:40 AM","rosetan","https://www.thestar.com.my/business/business-news/2019/03/25/permaju-i..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 26, 2019 12:46 PM","birkincollector","have a feeling ocr will be pushed up like Permaju....same group of ppl behind"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 26, 2019 7:13 PM","hairi","Ocr wd if follow wc premium should be 23 sen by now...."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 27, 2019 1:02 AM","char1234","bad company ? but share is open for goreng"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 27, 2019 10:19 AM","noobbie","people dont realize the value yet...later when realize..sure fly high..look at permaju now..beautiful upside.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 27, 2019 4:36 PM","noobbie","gogoggogoo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 27, 2019 4:37 PM","noobbie","cheap warrant..nobody want till it move higher...lol"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 29, 2019 11:01 AM","birkincollector","permaju everyday up this one turtle lol"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 29, 2019 4:10 PM","Huat huat 2020","Someone please wake this OCR up...
Sleeping beauty !"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 29, 2019 4:10 PM","Huat huat 2020","Every stocks up, this stock choose to sleep T^T"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 30, 2019 9:37 AM","luckyman","As a listed property & construction company, the group reported RM7mil revenue only for the last 2 quarters. Many other non-listed companies outperformed them.
It's simply not acceptable, the management team needs to wake up or be changed entirely, Sleeping on their job! They are being paid for doing so little."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Mar 30, 2019 11:25 AM","Destiny88","https://m.facebook.com/story.php?story_fbid=2308173379397408&id=10...
Next time AGM go throw chair... OCR management getting paid and do nothing."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 1, 2019 12:40 PM","aris743","noon ocr move"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 1, 2019 1:27 PM","birkincollector","Think wanna goreng already. Pattern like permaju"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 1, 2019 5:44 PM","cytew","You can slowly accumulate OCR ..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 1, 2019 11:12 PM","Destiny88","Any reasons Mr Tew ? Thanks"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 2, 2019 2:19 PM","Huat huat 2020","Sleeping counter... wake up wake up"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 2, 2019 3:51 PM","Destiny88","Who keep throwing non stop ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 10:41 AM","cytew","""kitchen sinking ""was done last year, so expecting good results for 2019"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 11:04 AM","Destiny88","Cant catch your ball... what do you mean by kitchen sinking?
Can explain more Mr Tew ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 11:04 AM","Destiny88","Thanks in advance"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 12:26 PM","Destiny88","Permaju after announce getting project day day rise.
When will be OCR turn ? Sad"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 1:14 PM","Huat huat 2020","Just dont understand why the total project value for OCR is a lot more than permaju and the balance sheet is more nicer for OCR but the share performance of OCR is still lagging so much behind.
Getting 1GDV project then permaju everday shooting. today touch 0.555 and OCR still sleeping in the range of 26c- 27c no any movement."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 1:33 PM","noobbie","as i told u before...people doesnt realize the value yet..be patient..only the loyal wil be reward.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 1:49 PM","Destiny88","@noobie can share any info which make you think it is value ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 2:45 PM","Huat huat 2020","Come move a little la! Dont everyday sleep. Market day day bull
why u keep sleeping"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 3:27 PM","Destiny88","Who keep throw when push ? Diu... sienz"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 3, 2019 10:44 PM","Bearybull","sleeping beast"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 4, 2019 7:48 AM","aris743","ocr will move today"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 4, 2019 10:19 AM","Destiny88","Gogogo please wake up ! Take note for OCR new son WD low premium + long duration"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 5, 2019 8:17 AM","birkincollector","price probably pressed down by ACE Holdings selling off OCR shares to return money to investors? i think they already sold everything.....so may be up from now??
https://www.theedgemarkets.com/article/ace-holdings-return-rm814-milli..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 6, 2019 3:10 PM","cytew","Accumulate slowly pending better financial results in 2019"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=98","Apr 8, 2019 9:23 PM","aris743","good move ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 12, 2019 12:47 PM","aris743","eve ocr will move"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 13, 2019 11:58 PM","hairi","Ocr wd guys moving up with volume catching up wc premium"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 14, 2019 8:25 AM","aris743","aa it true. good buy"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 18, 2019 4:05 PM","aris743","ocr booooom"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 10:22 AM","aris743","vroom"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 3:40 PM","aris743","go go ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 3:43 PM","lextcs","saving wc n profit from wd. This is the strategy."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 3:53 PM","aris743","aa. i buy only wc 3 - 3.5c"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 3:56 PM","aris743","go go wd"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 7:20 PM","gxltwsb","how abt ocr pa ?any idea ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 19, 2019 9:11 PM","aris743","i do know. but can try 3c ocr pa"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 20, 2019 6:36 AM","cytew","Ocr pa : conversion options are (a) 10 pa to 1 mother share or (b) 1 pa+45 sen cash to 1 mother share"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 20, 2019 8:17 AM","aris743","monday ocr try to pass 33c"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 20, 2019 3:54 PM","cytew","So now it is a good timing to enter into this stock ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 20, 2019 6:44 PM","aris743","monday goreng time"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 8:45 AM","aris743","get ready bro"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 2:59 PM","paperplane","someone told me just now OCR next few q gonna be very bombastic results?? true not ah....hahahahaaaaaaaaaa"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 3:15 PM","paperplane","soon 0.35. WD 0.13"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 4:39 PM","Thomas","Suspendedd"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 4:42 PM","sirapito","wowwww. suspended.good news?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 4:58 PM","Shinnzaii","JV with seacera...hehe"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 5:19 PM","wan161","jv with seacera - rm10b gdv"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 5:33 PM","noobbie","up up up up up"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 6:03 PM","birkincollector","huh.....with seacera.....good news meh?? seacera so drama"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 7:45 PM","luckyman","OCR needs to pay RM3mil only within 3 months to lock in 500 acres of good land for RM10 bil property developmemt for many years. Where else can find such a fantastic JV agreemeet?
Well done finally for OCR! It surely deserves for limit up for getting such a deal, kind of buying 500 acres of land with almost no earnest deposit... Moreover no profit guarantee either!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 9:17 PM","aris743","yess ocr pass 33. good move"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 22, 2019 10:04 PM","vxpoison","OCR limit up tomorrow morning...."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 23, 2019 7:40 AM","aris743","hope so."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 23, 2019 3:26 PM","paperplane","good! haha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 25, 2019 12:57 AM","gxltwsb","sell on new ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 25, 2019 6:27 AM","luckyman","Too bad that there was not enough media coverage on the good news on its RM10 bil JV. Very few people know about it"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 25, 2019 8:37 AM","saburo11","RM10 bil GDV project is very big move for small cap company like OCR..sooner or later it will move.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 26, 2019 1:07 PM","birkincollector","Partner just gone into pn17"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 26, 2019 6:48 PM","chongkahagent","Partner director going to sg buloh soon?why rush into sign agreement. Somethg fishy"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 26, 2019 6:50 PM","chongkahagent","Paetner prevent predator aiming at d land so rush to sign agreement overnight. Like ecrl n hsr project ..?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 26, 2019 6:51 PM","chongkahagent","Partner substanton shareholder will put injuction on d agreement nx week. Popcorn n coke anyone"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 27, 2019 12:38 AM","mahathirmohd98","just buy. I give all my money n put inside this company. worth it. even KWAP n CIMB commerce trustee acquired shares. buy before its too late haha. limit up soon :D"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 27, 2019 3:10 PM","luckyman","http://malaysiastock.biz/Company-Announcement.aspx?id=1137772
RM5.3bil GDV is to be derived from landed property development in a decent location. Should be easily achieved.
The existing majaor shareholder Ong Kah Hoe only has 20.% stake in OCR. He better ups his stake in the company by acquiring more shares in the market before any other sharp-eye corporate raiders zoom in and easily take control of this smallish company given its attractive JV in hand.
It will be interesting to see if such development will take place......"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 27, 2019 9:10 PM","chongkahagent","Seacera kept land so long suddenly enter jv agreement after boardroom tussle with tan wai lian of tiger bhd.. somethg is weird n fishy??"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 28, 2019 11:00 PM","luckyman","It's not easy to rescind the JV agreement like what's happened between Ho Hup and Malton's JV agreement many years ago. The history tends to happen again and again. Wouldn't be surprised that they learned that from the said history."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 29, 2019 7:34 AM","fl888","Good move by OCR if JV is rescinded...."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","Apr 29, 2019 5:56 PM","BetterTomorrow","Sure can't go thru lo, but tiger also need to be rescued how to rescue others"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 4, 2019 9:28 AM","luckyman","If Seacera wants to rescind or cancel the JV, then OCR can expect a windfall compensation. A 5% penalty or compensation based on a GDV of RM10 bil can translate into a compensation sum of RM500 mil. Huat ah!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 4, 2019 8:33 PM","vincentfoo","Seacera is a PN17 company u expect them to pay penalty?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 5, 2019 11:28 AM","luckyman","That's the point. If Seacera can't pay, the JV remains in OCR's pocket. OCR got the rights to develop the 500 acres land with minimal upfront payment under the JV agreement. Fantastically good deal for OCR.
Bigger corporate raiders or developers should consider hostile takeover or buying over OCR if they want the landbank or various JVs that have been scooped up by OCR."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 7, 2019 10:17 AM","sunchaser","Seacera wont be long in PN17."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 12, 2019 10:51 AM","luckyman","Isola @ KLCC will start contirbuting positive results for OCR in the next few quarters as the project has finally reached the reinforced concrete framework stage whereby more profits can be recognized in the account.
https://www.ocrbhd.com/ocr-launches-rm240-million-gdv-isola-klcc-jalan...
https://klse.i3investor.com/blogs/Bursa_Master/205971.jsp"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 15, 2019 11:09 AM","aris743","time to gooo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 15, 2019 4:12 PM","aris743","go go ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=99","May 15, 2019 5:52 PM","aris743","close high. tomoro rally"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 15, 2019 6:54 PM","Winwin","Paperplane ocr son u have or mother"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 15, 2019 8:29 PM","aris743","son n mother will move . good cntr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 16, 2019 2:25 PM","lextcs","where in the world got such thing as warrants trading at a discount?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 17, 2019 11:07 AM","aris743","going up. pass 37 c vrooom"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 18, 2019 8:59 AM","aris743","monday tp 37c - 40c"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 19, 2019 11:03 AM","arfastrade","How come monday tp 37c - 40c, market doestnt even open for u"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 19, 2019 12:53 PM","aris743","aa.tp just for monday only.. ha ha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 20, 2019 9:57 PM","aris743","dow down. trade war bull"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 21, 2019 8:07 AM","aris743","ocr jv d nonce build house"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 21, 2019 11:09 AM","aris743","come. the train want to move now"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 22, 2019 11:13 PM","paperplane","Trade war so what? Haha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 25, 2019 4:14 PM","gxltwsb","KWP THROW"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 25, 2019 4:18 PM","hafizsu82","gap down"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","May 26, 2019 10:05 AM","aris743","hope move tomoro"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jun 2, 2019 1:26 PM","LEEKS7","The Board of Directors of Seacera wishes to inform that the Company had filed a Writ of Summons (""Writ"") and Statement of Claim (“SOC”) against OCR Land Holdings Sdn Bhd, Ong Kah Hoe and Dr Ong Kim Chong @ Ong Hwee Choo (“OCR"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jun 2, 2019 1:27 PM","LEEKS7","How ya ?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 1, 2019 9:32 PM","luckyman","https://malaysiastock.biz/Company-Announcement.aspx?id=1151849
KENANGA GROWTH FUND buying into this company with an accumulated 5.77% stake???"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 3, 2019 11:34 PM","gxltwsb","report shows many project but drop like hell . lol."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 9, 2019 9:38 AM","Candyliow99","what happen?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 9, 2019 1:19 PM","djibaok","they switch business to selling rojak"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 11, 2019 9:52 PM","aris743","ocr will rebound tomoro"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 11, 2019 10:04 PM","redzuan","teruk"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 15, 2019 12:01 PM","Candyliow99","die counter"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 26, 2019 4:18 PM","aris743","ok i joint u. up up ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 29, 2019 10:24 PM","aris743","good close.ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Jul 30, 2019 10:37 AM","aris743","fly ocr fly"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Aug 17, 2019 3:12 PM","943943","Vroom...up to 0.30..wd .09"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Aug 17, 2019 9:28 PM","943943","Dun chase let the operator playing ..public n aminvest..reporting ..stock on radar. Fr bottle.23 up to .27 unless u r trader"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Sep 30, 2019 11:29 AM","aris743","ocr will move"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 15, 2019 2:31 PM","KasiALLin","gogo OCR!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 17, 2019 4:18 PM","gxltwsb","Many project in bucket,
Construction starts contribute to revenue,rdy to fly"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 19, 2019 11:12 AM","luckyman","https://www.ocrbhd.com/property_projects/
Its RM240mil Isola @ KLCC project will contribute significant profit growth for the company in the next two years given its 80% locked-in sales."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 21, 2019 9:52 PM","luckyman","https://www.thestar.com.my/business/business-news/2019/10/21/ocr-to-la..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 23, 2019 10:10 PM","luckyman","https://www.theedgemarkets.com/article/ocr-179-plan-launch-kuantans-ta...
The group saw 85% of its affordable homes under the first phase of its RM166 mil PRIYA Scheme Kuantan project taken up, reflecting strong demand for affordable housing.
https://www.thestar.com.my/business/business-news/2019/10/21/ocr-to-la..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 24, 2019 7:55 PM","Banteng","ready..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 27, 2019 11:43 PM","thesteward","This week fly lo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 28, 2019 11:16 AM","luckyman","It's a matter of time for its existing on going projects to show much improved earnings to help propel its share price to a much higher level. It may take another few months or quarters."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 29, 2019 9:26 PM","Klse_faizan","Standby"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 31, 2019 10:20 AM","aris743","go go ocr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Oct 31, 2019 11:25 AM","aris743","faster, dont mis the train"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 1, 2019 10:42 AM","nightfly","OCR-WD is hidden gem. Is on par with Mother share. If the mother jump, the WD will jump higher.\"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 1, 2019 9:21 PM","aris743","ocr colet colet"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 3, 2019 10:52 AM","aris743","good cntr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 7, 2019 10:14 AM","nightfly","volume building up. And the chart very uptrend, This round will try to break the new level."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 8, 2019 8:24 AM","nightfly","Quarterly result coming out end of this month ... l"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 18, 2019 6:45 AM","Yu_and_Mee","Standby to loss money in this counter"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 20, 2019 10:25 PM","nightfly","Next week is 3rd quarter result . The chart is uptrend. Last 2 quarter. Doing very well and big project just announce last month . Hopefully next will start to rally before result out."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 22, 2019 2:30 PM","mr_chaos","https://malaysiastock.biz/Company-Announcement.aspx?id=1185751
what is the meaning for this announcement?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 27, 2019 3:52 PM","rotee_mayo","want to squeeze short term player or QR bad?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=100","Nov 27, 2019 9:06 PM","myfm_18","rotee_mayo
https://malaysiastock.biz/Company-Announcement.aspx?id=1185751"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=101","Dec 2, 2019 9:19 AM","mr_chaos","so weird...latest qr report shows that company started making money..even if we look at the YTD annual net profit is much more higher compared to 2017. still no one interested in this company..sigh"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=101","Dec 11, 2019 6:35 PM","Candyliow99","big drop"
