"cmsb_ruls_link","cmsb_ruls_date_date","cmsb_ruls_date_user","cmsb_ruls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 7:14 AM","simon","Redtone also submited tender for NFCP2 (old project name Time 3)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 9:49 AM","birkincollector","come break 2.500"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 9:51 AM","simon","CMSB coming liao
go go super power gooooooooooo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 9:53 AM","simon","Opcom starter , Redtone follow, now CMSB
next will be NetX
go go go"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 12:29 PM","xiumimi","Heheheh moving very fast and hot. YESSSSSS"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 6:13 PM","Ben C Kh","The Board of Directors of CMSB wishes to announce that PPES Works (Sarawak) Sdn Bhd, a 51% owned subsidiary company of CMS Works Sdn Bhd which in turn is a wholly-owned subsidiary company of CMSB, has, on 6 December 2019, signed a Letter of Acceptance from the Government of Sarawak for performance-based contract for the long-term management and maintenance of State roads [Jalanraya Negeri (JRN)] in Sarawak for Package 1 (Kuching, Serian, Samarahan, Kapit, Sibu and Sarikei Division) for a period of ten (10) years, effective 1 January 2020 to 31 December 2029 (""Contract""). Further details of the Contract are set out in the attached file.
This announcement is dated 6 December 2019."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 6:41 PM","calvintaneng","Whoa
Job award almost Rm100 mil per year for next 10 years maintaining more than 3,300 km of roads
This makes cmsb a bond fund"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 6, 2019 6:43 PM","calvintaneng","Almost Rm1 billions spread out in 10 years just for servicing
Cement supply will be the major source of income"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 7, 2019 6:48 AM","birkincollector","Yay!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 7, 2019 2:00 PM","sage8932","i'll sell others to pick up more on monday..
hope it wait for me....plzzzz"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 7, 2019 5:40 PM","johnny cash","https://www.theedgemarkets.com/article/cahya-mata-sarawak-wins-10year-..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 7, 2019 10:05 PM","Superbull18","Monday open gap up 2.45 ,close 2.60 ,Ikan bilis Monday morning open up quickly buy in"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 8, 2019 10:25 AM","luiws123","No need to rush.Market conditions are not favourable"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 9, 2019 3:15 AM","calvintaneng","One of 7 engines got Rm1 Billions job booster
Sacofa another one by Fiberisation thrust
And whole pan Borneo highway will spur cement usage
Kkb already doing superb
Kenanga investment bank with rakuten
Brent crude and cpo up also firing up
Rm9 Billions budget allocation for Sabah and sarawak another oomph factor"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 9, 2019 9:57 AM","birkincollector","took profit.....might buy back if really break 2.500....take way too long"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 9, 2019 11:24 AM","calvintaneng","OK got surplus profit then go buy Netx"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 9, 2019 10:55 PM","calvintaneng","Maintain BUY call at TP of RM2.94
https://klse.i3investor.com/servlets/ptres/53668.jsp"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 10, 2019 1:38 AM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 10, 2019 11:30 AM","johnny cash","thanks calvin"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 10, 2019 2:13 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 12, 2019 12:31 AM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 12, 2019 10:05 PM","KAQ4468","waaaaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 12, 2019 10:05 PM","KAQ4468","tutttt tuttttttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 12, 2019 10:06 PM","KAQ4468","train to Batam also mau hantam ka ???"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 16, 2019 9:55 AM","Needluck","NFCP phase 1 doesn't cover Sarawak..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 16, 2019 10:52 AM","calvintaneng","Our investment focus right now is
Rm50. 3 Billions for Nfcp Fiberisation thrust
Manpower needed = 20,000
Which listed companies will benefit
1. Opcom for its fiber manufacturing
2. Netx a network infrar specialist
Can tender for jobs directly or sub from others indirectly
3. Redtone. Thru telco like Umobile and others or tender direct from Telekom
4. Cmsb. It has 50% share of sacofa. All telco towers in sarawak under sacofa and pan Borneo highway
5. Binacom. Fiber job for maxis and astro
Total manpower of 5 above collectively = 3,300 workers. Still got Shortfall of 16,700 people
For next 5 years they will advertise for more skilled workers for fiber optic related jobs
Netx staff will be very very busy
Opcom also as they appointed 2 Ceo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 16, 2019 11:25 AM","calvintaneng","YES
RM50.3 BILLIONS CASH INFUSION FOR NFCP LOOKS LIKE NIAGARA FALLS
See
https://www.youtube.com/watch?v=wB6gHz8XHDI"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 16, 2019 8:20 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 17, 2019 8:00 AM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 18, 2019 1:04 AM","Investor48","Uptrend liaw..
Huat ar..
Hehe..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 18, 2019 1:06 AM","tamp0i","Calvin, tell us how much you gonna sell... Don't always promote only, must share selling price also mah hehehe"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 18, 2019 1:08 AM","Investor48","TP 3.68..
Hehe..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 18, 2019 7:20 PM","birkincollector","EPF starts buying again"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 19, 2019 12:15 PM","calvintaneng","Yes
For Cmsb anything below Rm2. 50 just buy as much as you can afford"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=90","Dec 20, 2019 2:18 PM","calvintaneng","Best time to buy on weakness"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 20, 2019 7:59 PM","monetary","I have luck in this stock. this is my 3rd round after GE."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 23, 2019 5:02 PM","Needluck","window dressing might only for index counters to make index looks nice..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 26, 2019 3:50 PM","calvintaneng","Cmsb
THE very best of sarawak stocks"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 27, 2019 8:40 AM","calvintaneng","Very good morning to all here"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 27, 2019 8:52 AM","calvintaneng","PETRONAS RM30 BILLIONS POWERED UP OGSE LIKE DAYANG, CARIMIN, PENERGY, UZMA, NAIM & VELESTO
VERY SOON NOW
BY THE POWER OF NFCP RM50.3 BILLIONS DIGITAL STOCKS WILL ROAR TO LIFE
VROOOOM!!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 28, 2019 10:46 PM","Superbull19","Cmsb is a bastard stock"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 28, 2019 11:03 PM","bursatrader2018","@Superbull19, what happen ? lost money here ? CMSB is innocent, just blame the punters who bet wrong lah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 10:55 AM","Needluck","red, window dressing down?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 11:31 AM","EngCCCC","Just park at 2.31
I'm waiting to collect."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 4:01 PM","cutecutepanda","will collect another 100k if drop below 2.3"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 4:37 PM","EngCCCC","@ cutecutepanda mind to share your lowest holding entry price?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 4:45 PM","EngCCCC","Think 2.31 no reach today. Big volumn support at 2.32"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 9:05 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 10:07 PM","KAQ4468","??????"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 10:07 PM","KAQ4468","Tutttt tuttttttt
Train to Batam"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 10:08 PM","KAQ4468","3.80
2.80
1.80
0.8
Kah kah kah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 30, 2019 10:08 PM","KAQ4468","Tutttttt tutttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 31, 2019 4:07 PM","KAQ4468","kah kah kah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 31, 2019 4:26 PM","Needluck","if break below 2.28 then bye bye lo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Dec 31, 2019 4:39 PM","KAQ4468","confirmed la
this is train to Batam
kah kah kah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 1, 2020 1:35 PM","ivan9511","Wtf"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 8:50 AM","calvintaneng","We await Gold nuggets!
Last time they discovered Gold in California on some flowing rivers. That started a mad stampede from all over USA to California. California became a developed State and today they got the Silicon Valley
Last time they discovered tin in Malaysia. Our Chinese forefathers in their diaspora migrated to Malaysia. WHY FACE FAMINE IN CHINA WHEN TIN WAS SO ABUNDANT IN MALAYSIA
PEOPLE DISCOVERED OIL IN SAUDI ARABIA. OIL LITERALLY OOZING OUT ON SAUDI SOIL. MANY INDIANDS FLOCKED TO WORK IN THE MIDDLE EAST
LAST YEAR CALVIN DISCOVERED PETRONAS GOING TO PUMP RM30 BILLIONS FOR UPSTREAM OGSE JOBS
CALVIN HIGHLIGHTED CARIMIN, PENERGY, DAYANG, UZMA, NAIM AND VELESTO
ALL GONE UP FROM 100% TO 400%
NOW CALVIN SEES GOVT POURING RM50.3 BILLIONS INTO NFCP FIBERISATION
CASH OF RM10.8 BILLIONS ALREADY SENT TO TELEKOM COFFERS ; NOW OVERFLOWING WITH LIQUID CASH AWAITING PEOPLE TO BID FOR JOBS
INVESTING IS SO EASY
JUST FOLLOW WHERE VALUE IS
CALIFORNIA = GOLD
MALAYSIA IN 19TH CENTURY = TIN
SAUDI ARABIA = OIL
PETRONAS = RM30 BILIONS FOR OGSE UPSTREAM
NFCP = FIBER MAKER AND FIBER OPTIC INSTALLER"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 9:41 AM","EngCCCC","Seem like train to Batam"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 9:43 AM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 10:49 AM","EngCCCC","KAQ4468 train to Batam also mau hantam ka ???
12/12/2019 10:06 P
He predict corrently"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 11:16 AM","EngCCCC","On 12/12/19 price is 2.45
Today 3/1/20 price is 2.30"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 11:33 AM","calvintaneng","No fear
Reason for selling was Taking haji getting out due to clearing out
Insiders are buying
Last time Kwap sold down Uzma to 55 sen
Howard Marks bought at a time when big funds were selling indiscriminately
Later Howard Marks became a Billionaire"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 3, 2020 5:51 PM","ivan9511","@
calvintaneng friends I also sapu cmsb but in the meantime I THINK maybe can see see uems and Mahsinh
Uems I feel now 71sen is cheap enough and Calvin you bjc up back do you buy when 23sen recently
Seem bjc and ytl got good show this years"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 4, 2020 10:50 PM","ivanlau","cement price keep increasing, it is good time to accumulate this stock............."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 4, 2020 10:57 PM","DickyMe","Cement price increase is bad news for housing industry. Real estate is already reeling due to oversupply. I wonder how cement price increase in this dull market. Perhaps, it's fake news to drive up the price."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 5, 2020 5:49 AM","jjohnchew","w calv. why tell lie abt yr cruise ship tour n use it to promote netx..saying malaysia 2G ...Singapore 7G lah...
U posted cruise ship is near koh samui...tv8 news said a cruise ship is collided near koh samui..a US tourist is interviewed..no casualties...
When ask calv...is it collided..he said no collision...then he said is the one in phuket...just tell lie to blow to promote ..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 5, 2020 6:46 PM","ivan9511","Calvin tan. Agreed Cmsb is very cheap if drop again will average price.
But since results and dividend also so good keep for long term also no problem. Btw Calvin do you still hold uems and mrcb
Besides cmsb bstaed and uems now also cheap.
Do you still hold your uems
Last time 60sen do you still keep uems
If I not mistaken you are also like uems
Actually currently got in uems cmsb and also bstaed"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 5, 2020 7:59 PM","calvintaneng","Ivan9511
Uems major land holdings in iskandar facing huge glut now so better avoid first. I still holding mrcb because it is TOD for Bandar Malaysia"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 5, 2020 10:56 PM","Mikecyc","Just as the acting in netx, calv. and Ivan."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 6, 2020 12:35 AM","ivan9511","@calvintaneng > Jan 5, 2020
Thanks and will careful about uems
Better buy mrcb then"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 6, 2020 12:58 PM","birkincollector","sister kkb just got an award from petronas....wake up la CMSB"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 8, 2020 9:22 PM","calvintaneng","Tabung haji sold down
Director and insider will buy it up again
So Cmsb can buy on price weakness
Sure great as Nfcp1 job tender listed sacofa as one the the tenderers"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 8, 2020 10:48 PM","EngCCCC","Train to Batam. No advise to invest for the mean time."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 8, 2020 10:58 PM","ivanlau","undervalue stock, big shareholders keep collecting this stock, nothing to worry......"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 8, 2020 11:07 PM","Vincent2002","Ahead of CNY normally is consolidation period , better kiv until after CNY."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 8, 2020 11:18 PM","EngCCCC","@Vincent2002 Thanks for your support comment. Money is hard earn. I only give buy call when I did purchase at current price."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 1:15 AM","Investor48","Tomorrow fly liaw..
Hehe..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 2:20 PM","Ncm88","Expect excellent QR... coal price very low only 45 USD compared to previous QR 75 USD"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 2:23 PM","Ncm88","Also cement price start dropping"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 4:32 PM","monetary","cement price start dropping cmsb good qr????"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 9:49 PM","Ncm88","Cement raw material u can go google . And also coal price"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 9, 2020 10:37 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 10, 2020 11:03 AM","calvintaneng","Cmsb undervalue
Buy!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 10, 2020 12:13 PM","Ncm88","Oi calvin cmsb no power"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=91","Jan 10, 2020 5:42 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 10, 2020 8:17 PM","calvintaneng","LISTEN TO TUN DR MAHATHIR WORDS
“For the observers, it would seem that nothing is moving. Rome was not built in one day. When Malaysia was switching from an agro-based economy to an industrial economy, it also took time.
“But most of us could not remember and the young never saw the transition. Most were born when the transition was accomplished. It is difficult to imagine an agricultural Malaysia today.”
The same will happen now. The transition will take time — perhaps two years or more from now.
“But believe me it will happen. Indeed in some ways, it is already happening. We are going paperless and soon there will be cashless. Digitalisation is already happening and Artificial Intelligence (AI) is contributing towards increasing speed of work and transaction.”
Dr Mahathir said it is frustrating to wait, even for him.
SACOFA OF CMSB IN NFCP1 TENDERS
SELL DOWN BY TABUNG HAJI PRESENTS A GREAT CHEAP ENTRY INTO CMSB"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 11, 2020 10:41 AM","calvintaneng","Very good morning all
As year 2020 unfolds we now see more and more clarity
1. Nfcp fiberisation was the brainchild of Tun Dr M with full support of Ph Govt
2. 1st roll out of 5G is from Langkawi where Tun Dr M is the MP. From there it will spread to all of Malaysia.
3. About 90% or Rm50.3 billions of the 2020 budget(Rm56 billions) available for spending go into Nfcp.
4. All the days and months ahead will see more and more news revolving around fiberisation theme
5. Tun said Malaysia transited from agro based economy to industrial one. Now from industry to digitalisation
All the people will be aware only later. The few who see early and invested early will make the most
6. Surprisingly, all the Investment banks, edgedaily, focus, star, busy weekly, did NOT chose Nfcp stocks in their top 10 picks for year 2020
7. More surprise is the total neglect of Nfcp stocks in i3 stock year 2020 contest stock-picks, too.
8. SUCH A Big Undertaking with RM50.3 BILLIONS CASH INFUSION THAT WILL TRIGGER A MULTI YEAR BULL RUN IN NFCP STOCKS - YET CAN BE OVERLOOKED BY EXPERTS AND MASSES IS QUITE UNBELIEVABLE INDEED
9. BUT ACTUALLY GOOD FOR ALL OF US BECAUSE WE GET IN AT THE LOWEST PRICES
10. BUT THE MOST AMAZING THING IS THIS.
SO MANY HAVE READ AND REREAD OUR POSITIVE HIGHLIGHTS IN NETX & OTHER FORUM ABOUT THE FANTASTIC PROSPECTS OF NFCP YET CANNOT SEE ANYTHING GOOD AT ALL (LIKE 3III , JJOHNCHEW, SHOOTUP AND OTHERS) HAVE BEEN SO BLIND TO MISS THIS ONCE IN A LIFETIME BULL RUN FOR NFCP DIGITAL STOCKS FOR UPSTREAM NETWORK FIBER CONNECTIVITY
NEVER MIND. IF THEY MISSED WE MUST INVEST EVEN MORE. AND REAP GREATER GAINS AS WELL. THE POOR WILL REMAIN POOR BUT THE RICH WILL GET RICHER
Thank you
Calvin"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 12, 2020 9:43 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 5:03 AM","jjohnchew",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 7:58 AM","Integrity. Intelligent. Industrious. 3iii (iiinvestsmart)$€£¥",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 8:41 AM","calvintaneng","Go check up Netx year 2011 record
Netx won a network digital infrar job worth Rm19. 7 millions from Telekom Malaysia
This was done at lightning speed as Netx is network infrar specialist
It resulted in 5 sen profit gain for Netx is 2 quarters
This caused Netx share price to skyrocket up 650% from the low of 3.5 sen to the peak of 26 sen
These are facts which all can verify
13/01/2020 8:24 AM
X
calvintaneng This round the Nfcp Thrust is a whopping Rm50. 3 billions
Mcmc stated that 20,000 skilled workers for fiber optic network set up are needed
THE current total combined workforce in Opcom, Redtone, binasat, sacofa and netx only less than 5,000 people
So there is a Huge Shortfall of skilled manpower for upstream fiber network installation
13/01/2020 8:27 AM
CharlesT Posted by calvintaneng > Jan 13, 2020 8:24 AM | Report Abuse
Go check up Netx year 2011 record
Netx won a network digital infrar job worth Rm19. 7 millions from Telekom Malaysia
This was done at lightning speed as Netx is network infrar specialist
Then for the next 8 years won zero contract ah?
13/01/2020 8:28 AM
X
calvintaneng Netx official website stated that Netx is fiber optic network infrar specialist
If you don't engage Netx then will you employ foreign workers from China, India, bangla or Nepal?
Since Nfcp extends to every nook and corner of Malaysia to the remotest parts can these foreigners speak Malay?
Of course not. Even China workers can only do lumpu jobs in Specific industrial clusters. Bangla with low skill can only do low skilled jobs
So Nfcp jobs will go to experienced company with high skilled workforce
AND these are the listed proven ones
1. Opcom
2. Netx
3. Redtone
4. Sacofa of which Cmsb owned 50%
5. Binasat of Binacom
Rest are downstream or unlisted players"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 9:28 AM","jjohnchew","Ho ho that is old website statement ... since 2011 TM order n 2013 Indonesia hsbb contract order , only 2 orders over the years n no more until 2020 today....new website mission statement being changed ....
Vision Statement:
Disrupting existing industries through innovative technologies
Mission Statement:
To challenge markets by driving innovation and consumer adoption that will bring greater value to societies
Research is outdated....better wake up....not one time oredi..hahaha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 9:35 AM","jjohnchew",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 9:35 AM","KAQ4468","kah kah kah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 9:36 AM","KAQ4468","wakakakakakaka"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 13, 2020 5:41 PM","EngCCCC","@ jjohnchew Thanks for advise. I no touch Netx."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 14, 2020 11:37 AM","calvintaneng","Spread out investments to catch full spectrum of Nfcp bull run stocks
1. Opcom.
2. Netx
3. Redtone
4. Sacofa(cmsb)
5. Binacom
Just buy some of each and see
All good thru 2019 - 2023 5 years of Nfcp Fiberisation thrust"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 14, 2020 11:44 AM","jjohnchew","Thanks..EngCCCC."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 14, 2020 11:44 AM","jjohnchew","Ho ho calv. still tell lies to promote:
1) not on cruise ship said on cruise ship sailing along Malaysia coast to promote Netx.. .. ..Malaysia internet speed like bicycle cycling 2G la.. Singapore 7G la...why I knew u r not on board cause TV8 news that a cruise ship is collided near Koh Samui. U posted yr travel cruise ship is near Koh Samui ... when asked u .. u said no collision... then said is the Phuket one is collided...
2) U heavily promote Scomies at 0.12 on 23/9/2019 ... but u denied promote at 0.12 only promote at 0.075...price dipped fr 0.12 to 0.07 in a week n in PN17 by end Oct....See see see yr posts ard 21/9 to 24/9 with yr website link ...just Pump n Dump...
3) Now on Netx said promote at 0.01 .. tell lie again.. referred to yr post on 23/9/2019 replied to potential u still preferred scomies...then the next day u promote Netx with yr website link at 0.015 with TP 0.08 ....
4)Executive Director is granted n ex SIS shares of 688 million ... where asked why is not a substantial shareholder ?... u reply is under Asiabio... Clearly a lie as Asiabio bought 103 million shares on August 19 .. total shares holding is 264 million...
5) A reply lie :
Cruise ship limps into Phuket after hitting a reef
PUBLISHED : 25 NOV 2019 AT 17:15
WRITER: ACHADTAYA CHUENNIRAN
Use bangkokpost news dated 24/11/2019 to confirmed yr said is Phuket one... haha yr tour is on Dec2019 .. u said 7 days tour which back on 23/12/2019.I oredi highlighted before if one is on cruise ship tour is so easy to proof n convince ppl .... no need to twist n turns just like u promote Netx...."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 1:56 PM","EngCCCC","calvintaneng Cmsb undervalue
Buy!!!
10/01/2020 11:03 AM
Now the price is low, do you buy?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 8:32 PM","monetary","avg down today. 5% paper loss. any outsider want to cari makan in srk must partner with CMSB!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 8:42 PM","KAQ4468","Wooooooooooo
Tarin to Batam
Conman recommended buy kah ???
Wakakakakaka"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 9:32 PM","monetary","u r at batam station now. next train to Thailand! sawadeka."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 9:38 PM","KAQ4468","train mau junam laut belakang Batam
cari mampuihhhhh"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 9:38 PM","monetary","After GE14 dropped to $2 when ppl said Taib will go to jail I sapu kaw2. Now 2.26 without any issue no reason not buying."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 10:42 PM","EngCCCC","@ monetary thanks for comment. Beside CMSB any recommendation?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 15, 2020 11:24 PM","EngCCCC","@monetary sad that only you jump out to support CMSB. Others mostly already cut loss."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 17, 2020 2:52 PM","goldenhorn","i support CMSB. bought alot too. Total 31 batches, highest batch 3.39 to lowest batch 2.27. avg price 2.43.... wait Taib collect enough then will fly."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 17, 2020 8:41 PM","EngCCCC","@ goldenhorn once sell pressure elapse will rebound."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 20, 2020 8:12 AM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 22, 2020 7:13 PM","Underhand","Calvin don't talk cxxk"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 22, 2020 7:51 PM","EngCCCC","Say bye bye to CMSB"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 24, 2020 10:33 AM","newplayerone","Time to move...加油"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 24, 2020 12:09 PM","Ncm88","Ggg gone case"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 28, 2020 10:32 AM","monetary","ya gg. but pe bellow 10 now. taiko in Srw. I buy more la. wish me g luck."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 28, 2020 12:08 PM","calvintaneng",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=92","Jan 29, 2020 12:10 PM","Wind","Buy a little bit"
