"cmsb_ruls_link","cmsb_ruls_date_date","cmsb_ruls_date_user","cmsb_ruls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 11:27 AM","Tongkarat","Kasik hantam sama dia...."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 11:29 AM","KAQ4468","tutttt tuttttt
MA sudah pecah
tutttt tuttttt.... keretapi heading to KL Sentral"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 11:30 AM","KAQ4468","Tongkarat : Kasik hantam sama dia....
14/12/2018 11:27
relax dulu
1.50 kita hantam la"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 12:04 PM","Jackynck","rm1.50 and rm2 impossible la, rm2.50 possible la..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 12:07 PM","Tongkarat","Kasik hantam lagi...hantam kuat kuat"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 12:43 PM","KAQ4468","our KLSE only dropped 10%
Dow Jones only dropped 10%
heavy correction are coming knocking the door
hihihihihih....next year Q2 and Q3 will trigger the correction"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 4:53 PM","zhouxingxing","cirit cirit"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 4:56 PM","KAQ4468","let Dow Jones back to 17k or 18k
bursa back to 1.3k 0r 1.4k
only then we shopping"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 14, 2018 6:29 PM","Tongkarat","Aiyoooooooooooooooooooooooooo....aiyoyo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 17, 2018 10:03 AM","KAQ4468","aiyaaaaaaaa
ini Cahaya Mata or Air Mata ????"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 17, 2018 1:36 PM","davidkkw79","Ass mata"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 17, 2018 3:40 PM","Ngo Jeechin","Patient, wait till 2.60 on weekend"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 17, 2018 5:15 PM","KAQ4468","tuttttt tuttttttt
keretapi confirmed tergelincir
MA koyakkkkkk"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 18, 2018 9:05 AM","zhouxingxing","cirit cirit day"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 18, 2018 9:07 AM","KAQ4468","tutttt tuuttttt tuutttttt
keretapi heading to KL Sentral
tuttt tuutttt tutttt
cirit birit sepanjang jalan"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 19, 2018 11:19 AM","novice77","CMSB is weaning off TPS. All staff get two months bonus but TPS staff get a few peanuts this year."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 19, 2018 11:57 AM","zhouxingxing","TPS not making money ba. how can they get more bonus lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 26, 2018 8:03 PM","Ngo Jeechin","Its time to buy and keep for New Year (Ang Bao)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 12:29 PM","Ngo Jeechin","3.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:10 PM","NEWHAND","lausai"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:12 PM","clss17","apa hal la ini counter zzzZZzzZz"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:22 PM","Jackynck","this share macam kena control, saja saja up, saja saja down.. so always buy low sell high ~~"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:30 PM","apolloang","apa ini suddenly can flash crash? taib forgot dow jones yesterday up 1086pts ar? hehe"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:54 PM","Jackynck","taib forecast tonite de index, so throw first... lolzzzz"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 4:56 PM","apolloang","I tot taib in sg buloh…..hahaha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 27, 2018 7:37 PM","davidkkw79","Cmsb has lost politic favor of project awarding, now the trend has shifted to HSL company. http://www.bursamalaysia.com/market/listed-companies/company-announcem..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 28, 2018 4:37 PM","Ngo Jeechin","today, steady no diarrheal"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 28, 2018 9:54 PM","davidkkw79","http://www.theedgemarkets.com/article/sarawak-next-place-be-constructi..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 29, 2018 8:25 AM","davidkkw79","Better stay away from cmsb..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Dec 31, 2018 2:43 PM","zhouxingxing","so stay away or what? lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 2, 2019 4:51 PM","RajaBursa2019","2018 Bursa give u discount
2019 Bursa give u super discount !!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 2, 2019 5:30 PM","zhouxingxing","3.5 bila?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 3, 2019 11:38 AM","RajaBursa2019","3.5 tarak la"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 3, 2019 11:38 AM","RajaBursa2019","mau cari 1.5"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 6, 2019 9:46 PM","Harold Huong","Anyone know why LTH transfer all stocks to MOF include NAIM, LIONIND and many"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 7, 2019 8:16 AM","davidkkw79","Because LTH is impotent in managing wang, so MOF has start to take over it's bad debt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 7, 2019 9:41 AM","Ngo Jeechin","》3.0"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 7, 2019 10:05 AM","zhouxingxing","how come shoot so much so early"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 8, 2019 5:42 PM","wbwanabe","Which one is a better buy? CMSB or HSL? My 1st choice is CMSB cause they are practically in all major industries in Sarawak whereas HSL exposure is a little more limited. The only problem is how is CMSB’s management? Professional hired to run it or a lot of political appointees? Appreciate feedback from forummers who have been long time in these 2 counters"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 9, 2019 3:44 PM","Ngo Jeechin","3.20 end of the month"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 10, 2019 10:10 AM","novice77","CMSB is distancing itself from politics. There is a major shuffling of staff going on. It is looking into expanding without the influence of politics. It is also projecting doubled profit in the next several years."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 10, 2019 11:56 AM","zhouxingxing","3.1 lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 10, 2019 11:57 AM","zhouxingxing","cmsb is getting more profits despite getting less contracts frm contracts these few years... with om going on fullswing, the future should be good. unless china decides to cut down the demand for om"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 11, 2019 8:34 AM","zhouxingxing","gogo 3.2"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 11, 2019 9:11 AM","sellselllsell","u can look up at the company management team from their annual report. Majority of the director are independent director that has no political background. Their recent chairman is the founder of ECO world and SP Setia. None of the senior management is political link except their GED who is the governor son in law, however he is a singaporean"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 11, 2019 9:25 AM","Ngo Jeechin","Is time to take profit and run"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 11, 2019 9:51 AM","zhouxingxing","3.25... cmsb is a well run company now despite starting off by a politic... however the market sentiments and the fear of the new govt affects cmsb share price... hopefully in the long run they are able to regain momentum.. think those construction companies in west m are badly affected after the election"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 13, 2019 9:16 PM","Harold Huong","Let move to 4.300 before Chinese New Year, Angpow for stock holder"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 14, 2019 8:40 AM","zhouxingxing","wa can 4.3 before cny ka lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=75","Jan 14, 2019 11:08 AM","KAQ4468","waaaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 11:09 AM","KAQ4468","4.3 before CNY kah ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 11:09 AM","KAQ4468","4 ringgit keretapi sampai Hadyai laaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 11:09 AM","KAQ4468","tuttttt ttutttt tttuttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 11:09 AM","KAQ4468","tayar keretapi lagi mau pancit kahhh ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 12:14 PM","Ngo Jeechin","R1=3.30, R2=3.60, see for yourself and manage well till Q4 result"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 12:16 PM","KAQ4468","apa macam kira dapat itu R1 and R2 ?/
sendiri kira guna pembaris kah ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 4:53 PM","zhouxingxing","alll stock red red. happy cny"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 14, 2019 4:54 PM","KAQ4468","R1=3.30, R2=3.60
S1 & S2 punya tarak kira kah ???
kikikikik"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 15, 2019 5:04 AM","Ngo Jeechin","It was based on 6 month up trend chart"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 15, 2019 9:55 AM","zhouxingxing","gogogo?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 15, 2019 9:55 AM","KAQ4468","go pi mana ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 15, 2019 9:56 AM","KAQ4468","go go hadyai or go go Singapore ??
kikikik"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 16, 2019 9:42 AM","zhouxingxing","gogo 3.4 this weeek"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 16, 2019 10:29 AM","Ngo Jeechin","It only break through R1 3.30 then move up, if not it may go down to 3.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 16, 2019 1:15 PM","James Ng","https://klse.i3investor.com/blogs/general/190342.jsp
[转贴] [CAHYA MATA SARAWAK BHD：2018年前9个月无法满足顾客订购的965,000吨DCR stones和120,000MT预混料，从2019年到2020年两年内，还需要提供103万吨的DCR stone] - James的股票投资James Share Investing"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 17, 2019 10:59 AM","zhouxingxing","tututututttt 3.23"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 17, 2019 11:02 AM","Henyuan",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 17, 2019 4:02 PM","Ngo Jeechin","buy some lots and wait for CNY."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 9:25 AM","zhouxingxing","3.25 so early"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 12:37 PM","Bursa2019","tuttttt ttutttt tttuttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 12:37 PM","Bursa2019","Hadyai
Hadyai"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 5:13 PM","myrKing","expected reach 4.3 by next week?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 5:15 PM","Bursa2019","4.3 kah ??
itu Chiang Mai wooooo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 22, 2019 6:20 PM","zhouxingxing","lol epf buy so little"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 23, 2019 11:23 AM","Bursa2019","tuttttt ttutttt tttuttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 10:15 AM","zhouxingxing","apuh ytd down so much. today how? want cny liao lo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 10:55 AM","Bursa2019","cny celebration kasi simpan to next year la
kikiki"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 11:28 AM","Ngo Jeechin","3.00 ?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 12:12 PM","zhouxingxing","wil go 2.7?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 3:40 PM","Ngo Jeechin","Big sharp is coming , beware , no money don't buy."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 24, 2019 4:23 PM","Ngo Jeechin","3.00, got support"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 9:12 AM","zhouxingxing","aduh got angpao or not before cny... 3.5 pls hahha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 9:59 AM","Bursa2019","no angpao la"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 9:59 AM","Bursa2019","tutttt tuutttt reverse belakang balik
aiyooooo ammaaaa appaaaa
hadyai kasi pergi la woiiii
apa pasal U-turn pergi padang besar"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 10:29 AM","Ngo Jeechin","Ada duit bolih beli simpan untuk Q4 23/02/19"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 12:33 PM","Bursa2019","keep first la that money
wait a bit ...another 5-6 months"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 12:33 PM","klciklse",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 25, 2019 4:16 PM","Ngo Jeechin","its good sign if price maintain at >3.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 29, 2019 9:58 AM","Bursa2019","waaaaaaa
gila punya keretapi"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 29, 2019 9:14 PM","mohdabdhalim","This one aa?? Angpao ka? Cannot la.. Kasi peram sama macam itu tuak boleh la.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 29, 2019 9:14 PM","Jasonnnnn",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Jan 31, 2019 11:58 AM","Bursa2019","hadyai mana hadyai ????
erghhhhhhhhhhhhh"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 11, 2019 9:27 AM","KAQ4468","tuttttt tuuttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 11, 2019 4:16 PM","zhouxingxing","bila chiong up?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 11, 2019 9:12 PM","Ngo Jeechin","next week it may be moving to 3.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 12, 2019 5:18 PM","KAQ4468","perghhhhhhh
next week ka ?? ada magic ball kah ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 12, 2019 10:03 PM","Harold Huong","AmInvest downgrade CMSB"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 13, 2019 10:55 AM","KAQ4468","downgrade pergi mana ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 13, 2019 2:55 PM","zhouxingxing","aminvest tu siape?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=76","Feb 13, 2019 3:01 PM","KAQ4468","Cahya Mata Sarawak - Increased earnings risk
Source : AmInvest, Price Call : SELL, Price Target : 2.48
Last Price : 3.00, Upside/Downside : -0.52(17.33%)
waaaaaaaaaaaaaaaaaaaaaaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 14, 2019 9:25 AM","davidkkw79","It is now sarawak stock theme play ! but somehow I doubt at CMSB will really benefit for it, cause they are related to taib family."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 14, 2019 3:29 PM","KAQ4468","CAHYA MATA SARAWAK BHD re-sale 2,000,000 shares from 3.010 to 3.010 on 13-Feb-2019.
apa itu announcement ?? re-sale ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 14, 2019 10:18 PM","Harold Huong","KAQ when price drop last year in May and June to 1.9-2.2, company buy back stock from open market. Now resale to open market and profits over 50%. Each company allow to buy or sale by max 10% of total share issue. If my understanding is correct."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 14, 2019 10:19 PM","Harold Huong","I have small amount of these share"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 15, 2019 2:46 PM","KAQ4468","wokey thanks"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 16, 2019 4:45 PM","LouiseS","Last 5 years EPS on decreasing trend, decreased by 73.2% over last 5 years, PE ratio is at 11, ROE 11%, and dividend yield 2.6%
https://louisesinvesting.blogspot.com/2019/02/preliminary-screening-of..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 16, 2019 9:06 PM","Patpat Teo","I read the Ambank report, I feel like it is very fishy...How come their report no need to put who is the analyst in charge? Sometime I wonder did they really have qualified analyst to write it as they hide all their analyst name so that no need to take responsibility..
How can SC allow that to happen?
Or is it Ambank is related to..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 18, 2019 9:48 AM","KAQ4468","Cahya Mata Sarawak - Increased earnings risk
Source : AmInvest, Price Call : SELL, Price Target : 2.48
Last Price : 3.00, Upside/Downside : -0.52(17.33%)
waaaaaaaaaaaaaaaaaaaaaaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 18, 2019 6:50 PM","Patpat Teo","But EPF is still buying"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:13 AM","zhouxingxing","slping counter"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:15 AM","clss17","what wrong with cmsb"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:16 AM","KAQ4468","Cahya Mata Sarawak - Increased earnings risk
Source : AmInvest, Price Call : SELL, Price Target : 2.48
Last Price : 3.00, Upside/Downside : -0.52(17.33%)
waaaaaaaaaaaaaaaaaaaaaaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:19 AM","moneylailai","slowly waiting for something to happen"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:21 AM","KAQ4468","what something ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 19, 2019 11:22 AM","KAQ4468","global market kena bom kah ??
yaaa yaaa ... soon"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 20, 2019 1:16 PM","Liong Kiat","3.01... Up a bit.. can green tomolo ?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 20, 2019 4:35 PM","KAQ4468","aiyaaaaa"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 22, 2019 10:05 AM","zhouxingxing","3.1 today lai"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 22, 2019 11:31 AM","KAQ4468","cilakak"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 22, 2019 11:31 AM","KAQ4468","I want red"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 12:17 PM","deto79","Buy..buy..buy"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 12:18 PM","KAQ4468","buy buy buy .... or bye bye bye ????"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 1:41 PM","zhouxingxing","slping counter. naim bangkit alr"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 2:41 PM","deto79","Crossing fingers on new CMS projects in 2019."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 3:11 PM","WarrenGeorge","Anyone know if the QR is out already?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 3:38 PM","346 david","it will be out tomorrow. Positive results."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 3:38 PM","WarrenGeorge","How'd u know it's tomorrow david?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 4:40 PM","Ngo Jeechin","tomorrow 3.20"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 25, 2019 4:58 PM","346 david","Ngo Jeechin, you are absolutely right. tomorrow huat."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 26, 2019 9:21 AM","KAQ4468","today huat ka ???
3.20 ??
how do you know ?
got ""bola Kristal"" kah ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 26, 2019 10:51 AM","346 david","You will regret if you don't believe."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 26, 2019 11:01 AM","Ngo Jeechin","3.10"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 26, 2019 11:11 AM","Ngo Jeechin","tut tut train moving north"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 8:32 AM","zhouxingxing","lol cmsb 3.64 lai lai. naim already go up everest. cmsb bila lagik?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 10:12 AM","KAQ4468","Quarter Result on 31-Dec-2018[#4] QoQ - -26.78% YoY - -13.19%.
hebattttttt.... Q report merah merah
tapi saham green green"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 10:12 AM","KAQ4468","champion !!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 10:13 AM","KAQ4468","this one sure use gambir Sarawak"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 11:05 AM","zhouxingxing","bursa red day cmsb green lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 1:26 PM","demi1278","record profit, 7,4 cent dividend. not too bad"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 1:28 PM","demi1278","http://www.insage.com.my/BursaNews/Attachment/201902/20190226/CMSB-AN2..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 2:24 PM","hengheng95","bila mau up?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 27, 2019 8:36 PM","demi1278","https://klse.i3investor.com/insider/company/shareBuyback/2852/27-Feb-2... chill company buying back share now at 3.07. will only go up from now"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 12:24 AM","Salster Wong Wan Siang","U guys have to push it guys! I saw some pattern."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 9:12 AM","Ngo Jeechin","Buy and keep for 3 month"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 9:15 AM","KAQ4468","wowwwww !!!
so many crystal ball
tuttt ttutttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 9:29 AM","Ngo Jeechin","I had call for buy on 25/02 at 3.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 9:29 AM","demi1278","top 3.2 today"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 9:31 AM","zhouxingxing","everest"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 10:21 AM","Ngo Jeechin","my target is 3.30"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=77","Feb 28, 2019 11:43 AM","demi1278","i'm keeping until dividend, my cost is rm2 , 7.4 cent dividend is equivalent to FD interest already excluding capital gain"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 12:27 PM","KAQ4468","tutttt tuuttttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 12:29 PM","amet2017","Elok naik tu..hang dok tut tut apa lagi"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 12:55 PM","novice77","When is the dividend?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 2:17 PM","zhouxingxing","3.21. nice"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 2:29 PM","demi1278","may usually"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 2:47 PM","zhouxingxing","rm74 per share?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 3:58 PM","demi1278","rm74 per share u can sell your house your car all in ed lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 5:25 PM","KAQ4468","amet2017 : Elok naik tu..hang dok tut tut apa lagi
28/02/2019 12:29
tuttt tuttt cukup la amet woiiii
tak kan nak click buy kottttt"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Feb 28, 2019 5:40 PM","zhouxingxing","per 1000 share i mean"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 10:16 AM","Ngo Jeechin","Awaiting 2nd waves"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 10:33 AM","KAQ4468","wowwww... 2nd wave wooooo
amacam kira wave ?? guna ruler ka ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 11:00 AM","Ngo Jeechin","when it comes I will let you know."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 11:11 AM","zhouxingxing","wad is ur tp @ngojeechin"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 11:15 AM","demi1278","company buying back shares at 3.16. don't need to worry drop below 3.16 now"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 12:50 PM","Ngo Jeechin","zhouxingxing: tp >3.30"
