"bornoil_urls_link","bornoil_urls_date_date","bornoil_urls_date_user","bornoil_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 11, 2020 3:14 PM","Sales","If up 0.15sen, we all still make a loss."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 11, 2020 9:21 PM","Cojack31","Yesss. Hope this month with private placement & limestone project & borneo highway will make bornoil fly..c anzo how much now.. nothing is imposible. During gst all company die."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 11, 2020 9:22 PM","Cojack31","Gst time all very slow & drop.."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 11, 2020 9:41 PM","BlackWhite","If up should be now , later ,September stock market might see painful correction. 2 months go only"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 11, 2020 10:53 PM","Cojack31","I think that y bornoil will push their price up"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 12:10 PM","firewall9301","Now we see few IDs probably with the same intention (they hv accumulated Bornoil at very cheap prices e.g. New placements n ESOS). They are now acting in concert to promote Bornoil while they sell at each opportunities. Avail to common sense, there are plenty other shares with better prospects than Bornoil to invest!! Gold Soil explorations since 2015...no results release!! Bio faction?? No outcome....All talk one talk two....U still believe in shioook sendiri above comments !!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 12:55 PM","Cojack31","For me believe or not. When im still holding / stuck this share. Hope it will be fly soon.if u r still holding also same right. If not u can sell ."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 12:56 PM","Cojack31","But im happy price slowly2 up. Compare last time 2.5 cts only"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 12:57 PM","Cojack31","Hoping monday price continue increase and can go above 10 cts."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 12:59 PM","Cojack31","6 cts not much. If they is something good for now. It will be push. Pdz from 6.5 cts. Now closed 20.5 cts yesterday. Anzo ..same also Nothing is imposible. Past ..during got gst many counter is die"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 3:27 PM","firewall9301","Shioook sendiri.ke!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 12, 2020 3:59 PM","Cojack31","U think shioook. ?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 13, 2020 2:12 AM","FarmbesFlyer","When it hit 20 cents, v shiook!?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 13, 2020 12:41 PM","firewall9301","Cronies...save saliva ....People dont buy yr BullShit anymore. Childish acts."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 13, 2020 1:35 PM","aarontan1987","@sales hahahahahaha. aiyoh i know this stock is bs one. gold mining tarak result but shareholder pocket keep rising. then u got hami exploration pun tak de result. this one worst than money game really hahahahaha. i dont want shiok with people who kena trap one cause i know sure got lots of people trap here at around maybe 8 cents to 11 cents range hahahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 13, 2020 7:45 PM","FarmbesFlyer","I understand your anger if u stuck at high price. Those who buy at 5 cents or lower, u will harvest the fruits later."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 14, 2020 10:48 AM","BlackWhite","I m already trapped, any reason why it should rise except following present trend of deep fry cooking"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 14, 2020 8:40 PM","firewall9301","Bunch of cronies. DONT GET TRAP. Dont believe them. Number games ! Tipu! Tipu!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 15, 2020 1:12 AM","syazwanyaziz91","So, after all these comment that I read, should I SELL or HOLD (until BO 0.045)?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=418","Jul 15, 2020 5:23 AM","firewall9301","For the next few Quarters earnings of BornOil are most probably from Limestones n marble extractions only. Big sharks n cronies are in their usual manners ....luring newbies with fake hopes. Traps ? Buy and Sell queues are control by sharks. Even a half sen profit is a shioook sendiri shj. Avoid n shy away these cock kepala. In Bursa there are many other better choices of penny stock. Gold mines soil explorations since 2015....???"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 15, 2020 7:48 AM","Sales","How to go 0.10sen, we all trapped here for years already."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 15, 2020 5:17 PM","Cojack31","Yalorr. Im also stuck. Waiting...waiting. just be patient."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 16, 2020 6:12 AM","firewall9301","Attend AGM and show your frustration on the Directors performances on the price of Bornoil share performances. Usually in December at Labuan."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 16, 2020 8:51 AM","Cojack31","Private placement by bornoil 15 july 2020 bursa already approved. Hope price will fly higher."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 16, 2020 9:24 PM","firewall9301","In this market conditions and history of BornOil. !!! Please la..pakai ota k. Though beware of syndicates traps to artificially play up the price of Bornoil@"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 18, 2020 4:06 PM","Sales","Becareful newbies........we have stuck here for years already. Buy low.......sell high."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 18, 2020 7:54 PM","firewall9301","Invest your hard earned money in honest and professionally managed Companies. Not just simply buy cheap penny stocks."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 19, 2020 10:33 AM","m_faiza1","http://www.borneo-oil.com.my/renewable-energy.html"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 19, 2020 10:35 AM","m_faiza1","Good to know, some of their business not really expose by news. Interesting. Base on current price, do your math."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 19, 2020 4:33 PM","firewall9301","About 5 years or more, Many small time investors were lured by all the catalysts businesses ventures promised in the Faiza's attached web page. In particularly Gold mining. To make the story short, all these mentioned businesses did not turn into Profits and as the result the share price of Bornoil descended to about 3.5 sen. Do your facts finding and not to listen blindly....Remember the ESOS n New Placements holders are ever ready to dispose their discounted shares."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 20, 2020 3:10 PM","quest","Esos at 2.7sen, trying to dispose at 4sen for a 48% gain, the reason why you see so many placing their sell at 4."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 20, 2020 3:48 PM","firewall9301","Bingo. !!! Con man blow job. Dont be So Hai."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 6:10 AM","Cojack31","Careful guys. Many already stuck inside. Just waiting...waiting..waiting."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 6:10 AM","Cojack31","5 years already. Like no hope. But nobody know."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 6:15 AM","Cojack31","Bornoil shark i think not really friendly. Hahahahahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 5:35 PM","Cojack31","Today i think they sendiri beli. Hahahahahaha. Closed 4 cts. Pancing2 ..nobody follow hahahahha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 8:18 PM","firewall9301","Hope no So Hai bought . Let these Dick Kepa la suffers to pay Bank interest if they hv borrowed to make a quick profits. Karma lo!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 21, 2020 9:26 PM","FarmbesFlyer","Wait to explode one day!?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 6:17 AM","Cojack31","Wait n c"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 7:27 AM","Cojack31","Most important company not into pn17. Hope this time will goreng again above 10cts."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 7:27 AM","Cojack31","In this month .. fly2 ..above 10 cts"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 1:23 PM","firewall9301","You give us ONE good reason why share price of Bornoil can go up in the near future?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 3:11 PM","UncleFollower","Because Shafie Apdal will become PM"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 3:12 PM","UncleFollower","Because they are rediscovering gold"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 3:14 PM","UncleFollower","Because it has net tangible assets 670M, no debts, and a market cap of 180M"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 3:14 PM","UncleFollower","Because for the first time in the last quarter, limestone profits showing"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 3:16 PM","UncleFollower","Because even Anzo can fly"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:21 PM","firewall9301","Good Luck Uncle...! IF you have invested alot in Bornoil recently. LET see the next QR !"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:32 PM","Cojack31","Hahahahahaha. For me no need to argue. Just hope fly. And can sell many years stuck"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:42 PM","greedy44444","Bornoil going to fly soon... accumulation in final stages. Watch out for the warrants too."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:46 PM","firewall9301","Hope is not enough when you invest in Bursa."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:48 PM","firewall9301","To put things in a better perspective. There are long term borrowings of rm10.866 M as at 31Mar 2020."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:51 PM","FarmbesFlyer","I don't understand those jokers who don't believe Bornoil can fly, why they come here to talk cock and sing songs. They can sing song to their girlfriends, wife, parents, pets or mistress!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 8:52 PM","FarmbesFlyer","Get ready to fly sooooooon !!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 9:02 PM","freddiehero","yes wish u all can enjoy the flight too.."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 9:46 PM","greedy44444","After placement price already been fixed, the chances for the stock price to go much higher than the placement price is definitely brighter."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 9:48 PM","greedy44444","Normally before the company fix the price, they will always make sure the stock price doesn't go too high so that the third party investor taken up the placement shares could buy at a lower price. This is always the best way to attract the third party investor to willingly take up the shares without any hesitation."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 9:53 PM","greedy44444","Most of the third party investor or even the company itself will then try to push up the share price that already stayed low too long because of the purpose of fixing the placement share price."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 10:03 PM","greedy44444","Shares from ESOS can easily be absorbed by strong support at 3.5 cents. If can clear 4 cents, then only bornoil could fly to at least 5 cents."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 22, 2020 10:06 PM","greedy44444","Gold and silver prices and other resources already at multi year high, mining section could record much higher profits for bornoil, the following qr should be very good."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:06 AM","firewall9301","Bunch of no balls fag gots. Working in concert to lure so hai to buy BornOil. Beware Karma Dick hea ds! Let Next QR in August be the judge!."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:09 AM","firewall9301","Since when BornOil has started gold mining!!! Do nt rubbish talk."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:24 AM","firewall9301","So many other penny stocks to choose. Why choose a laggard. ??"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:24 AM","greedy44444","Seems firewall too naive to understand simple meaning"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:26 AM","greedy44444","Let's wait and see who's really talking rubbish. Nobody asked you to buy...use your own brain to make the correct judgement."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 12:33 AM","greedy44444","What's wrong with Bornoil ? Bornoil going to be a cash rich company after the private placement and it going to profit more from limestone business."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 10:56 AM","Cojack31","Im ok. At least bormoil not going pn17."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 10:56 AM","Cojack31","Fly2. I want to sell 15 cts . 5 years stuck already"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 11:56 AM","firewall9301","4 sen Sell Q of Bornoil stands at 118,351,100. Waiting to sell until cows go home. BUY 3.5 Sen Q is 45,807,100. Sampai tua tunggu. ! So tempted to buy at 4 sen!! Then wait ...wait...HARIKIRI Samurai death with Soh Hai ""honourable""!!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=419","Jul 23, 2020 10:13 PM","Cojack31","Bornoil will be involved in construction in sabah .. bursa info today. Fly2. .10 cts. 15 cts. 20 cts .."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 23, 2020 10:29 PM","BlackWhite","444444, like to know how pp can help the company simply it borrows more money and cause company value to becone pesos"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 24, 2020 7:16 PM","firewall9301","U should get your reply from those clowns Directors whom take a good remunerations but minority shareholders are left with 3.5 sen price of Bornoil shares. No Dividend only seeing BOrnoil price sliding......Dont expect much on Next QR ....with Covid at the background."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 24, 2020 7:49 PM","W1S3","Bornoil has always been a goreng stock. Look at the chart history. Its never about the fundemental or dividend. So if you ask me, I will buy when its low and not moving."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 24, 2020 7:55 PM","hongheng7","TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS BORNEO OIL BERHAD (""BOB"" OR ""THE COMPANY"") ACQUISITION OF 100% INTEREST IN WINAMEWAH SDN BHD BY SB RESORTS SDN BHD, A WHOLLY OWNED SUBSIDIARY OF BOB
https://www.bursamalaysia.com/market_information/announcements/company..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 24, 2020 11:35 PM","firewall9301","Bornoil is a company of Jack of all trades??? Nothing shines from them with decent Quarter Results?? Gold, Bio energy, Pizza and now construction (rm750K company). Except Limestones which help to cut loss. Shit where are the Golds???"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 25, 2020 8:34 AM","Cojack31","Hope this time will goreng again. Pray hard. I want take back my money & profittt"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 26, 2020 7:25 PM","FarmbesFlyer","Buy low sell high!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 26, 2020 9:43 PM","alexisvics","Coming soon...gold miner"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 9:52 AM","Valgrovest","This counter seems starting to move up....Good."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 11:13 AM","iyin666","Bornoil making huge gain in their gold trading. The 2nd quarter result is forecasted to be good n even better for the 3rd quarter. It's warrant price of 0.015 is a good entry price."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 12:22 PM","Valgrovest","Happening now or something brewing - 111 million shares at 4 sen all eaten up by buyers ! Keep up the momentum !"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 12:28 PM","Valgrovest","Sellers at 4.5 sen also all eaten up by buyers ! Maybe we can expect something...!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 12:31 PM","Valgrovest","Suddenly jumped to No 3 most active today !"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:03 PM","greedy44444","Firewall is kicking himself very very hard.... talk a lot but never believe bornoil could fly after private placement price already been determined."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:04 PM","greedy44444","Cojack your 10 cents coming soon but my target just 6 cents enough for kenduri makan"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:05 PM","greedy44444","Buy the warrants if you dared... maybe could fly to 3 cents"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:25 PM","Cojack31","Hope closing 8 cts today or above"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:47 PM","lau9639","I read back last year Jun 2019 financial report, the recent sudden spike of shares prices, the only factor that can make the counter jump high is the gold factor. Gold price now almost touching US 2K“. The report read:
“on a positive note, the division’s exploration team had yielded encouraging results on the gold exploration conducted at Bukit Ibam, Pahang with inferred reserves of 1.8 metric tonnes of gold. Initial findings covering an area of about 1.98 hectares out of a total of 187 hectares in the tenement showed that the indicated gold grade is about 1.08 grams of gold per metric ton with a total probable gold reserves of about 550 kilograms. The Management is evaluating all options available for optimal production arrangements to extract the gold ores which will contribute positively to the Group in the foreseeable future.”
The current shares spike will it becos of gold factor? High possibility! I guess!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:49 PM","lau9639","Read carefully “ the gold reserves of about 550 kilograms. The Management is evaluating all options available for optimal production arrangements to extract the gold ores which will contribute positively to the Group in the foreseeable future.”"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:53 PM","lau9639","I don’t like to do any guess games or mislead people. It is black and white stated in the report. If this round the actual news going to be announced is the “ Gold” news. The price will spike like nobody business"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 1:56 PM","Cojack31","Hope it is correct. Fly2"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 3:22 PM","Pcmont123","The next xox in making"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 3:23 PM","Valgrovest","We expect share prices to move up all the way after the private placement."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 4:12 PM","Valgrovest","Warrant- C volume also fantastic today"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 4:43 PM","6182al","Please don't day dream on this counter all the OLD GOLD MINED EARLIER STILL NO NEWS WEATHER SOLD OR STILL IN THEIR STORE ONLY THE BOD KNOWS"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 4:50 PM","Valgrovest","Forget about the gold mines. The new prospect is the new limestone plant and that is the purpose it is doing the private placement."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 4:57 PM","firewall9301","Bornoil in Gold trading again?? That was history unless new development. ? They lost big previously so are they better now n learnt their lesson well!!! Stocks of gold, if any are not reflected in the BS. ! Prices of gold fluctuates greatly..by the time the MD gets their acts right to mine n sell Gold...the
Price of gold may have retreated."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 5:18 PM","Valgrovest","Our hope for price appreciation lies on the new limestone plant and I am quite optimistic about the future prospect given that the new plant is already at advance stage of completion and additional funding to commission the operation has been established via the private placement proceeds. Hope for the best !"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 5:37 PM","Cojack31","Still far to 10 cts. Hope tommorow fly again. At least stock not die..hahahahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 6:32 PM","Rodrod","any news? will go up again?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 6:36 PM","FarmbesFlyer","More to come tomorrow! Good luck for those who believe this stock."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 8:34 PM","lalalam","hopefully it fly tmr"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 27, 2020 10:42 PM","Cojack31","Fly2. Go go like xox"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 7:33 AM","lau9639","Bornoil is a public listed company. it is stated in the report that 187 hectares gold mining projects in Bukit Ibam, Pahang is on its way of exploration and production It is clearly stated in 2019 reports. The Management has yet to announce the latest outcome of the projects. Bear in mind the major shareholder Hap Seng & Tan Sri Lau is not a small player in the market. They are reputable with proven records. I wouldn’t be surprised if there are sudden announcement on the progress of the gold mining, the counter will fly high.
If you study Bornoil , it has its history of shares movement. Once move, it will go very fast. You don’t hv time to catch."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 8:14 AM","Cojack31","Fly2. Be like xox"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 8:29 AM","Virus t","Why KPJ is next gem for post covid-19?
Based on Fundamental analysis our current PE guideline is approx 57.14 (Based on 1.75% of BNM base rate) thus the actual price for KPJ should be RM2.71.
Covid-19 only good for medical sector (more clearly is protective medical equipment “glove, mask, face shield and etc” and diagnosis instrument “thermo scanners, PCR tester and etc” For Malaysia top glove, harta, kossan and supermx all are the first round winners.
For the last stage of vaccination development, now is the time to look for the next gem but unfortunately our country is impossible to produce these vaccine. The only vaccine we can get is import and we hv 20+mil ppl need to be vaccinated. Early stage of vaccine must be very expensive and gov won’t sponsor. We only can get vaccinated through private hospital no matter for travel or job requirement or just stay safe. Based on 2019, KPJ recorded 2,629,878 outpatients @ net profit 226.7mil with 28 hospitals overall the state. If half of 20mil ppl go KPJ for vaccination so approx net profit can reach up to 1bil. And u need to know tat those vaccine isn’t 1 injection for lifetime (like seasonally flu vaccine) and must get it semi or annually. RM1k-2k per vaccine per yrs for everyone to stay safe is new normal of post covid-19. And it is long term investment value of KPJ.
There are 23 potential vaccines developed and 3 candidates already passed the clinical trial and go for final stage of testing.
1. Moderna vaccine enter the final stage of human trials for its COVID-19 vaccine on July 27.
2. Oxford-AstraZeneca Covid-19 vaccine show good immune responses without side effect.
3. Chinese-made vaccine from Sinovac Biotech at final stage of testing in Brazil.
PATHOLOGY SERVICES - LABLINK (M) SDN BHD provide laboratory/pathology services to the KPJ Group. It manages the pathology laboratories in KPJ’s network of hospitals. Lablink also conducts clinical tests for more than 100 non-KPJ institutions (including hospitals under the Ministry of Health and University Hospitals) as wellas general practitioners’ clinics across Malaysia. Lablink is the first lab in Malaysia to be certified with Bio-Safety Level 3 (BSL3) facilities which allows testing of highly infectious diseases (according to World Health Organization (WHO) standards). In Mar 2020, Lablink was one of the private laboratories listed by the Ministry of Health (MOH) to perform COVID-19 rRT-PCR (i.e. real-time reverse transcription polymerase chain reaction) by testing specimens received from hospitals: both from walk-in members of the public as well as hospital inpatients. Lablink recorded revenue of RM102.2 million in 2019.
The KPJ group of Hospitals classified Covid 19 rRT-PCR test according to urgent (result within 24 hours) and routine (beyond 24 hours). The COVID-19 testing capacity has been ramped up and Lablink has been able to test and report about 1,500-3,000 samples in a day in May 2020. The total number of samples, as at the end of May 2020 was in excess of 70,000; of which the KPJ-Group of Hospitals Nationwide contributed to almost 75% of the tests while the balance was from non-KPJ hospitals and the Ministry of Health.
PHARMASERV ALLIANCES SDN BHD (PASB) is KPJ’s centralized wholesaler and distributor of pharmaceutical, medical disposables and other hospital related products. Its clients are the KPJ network of hospitals and companies, as well as external clients within the government sector and other healthcare sector players. PASB is able to achieve profitable growth and retain a competitive edge by transferring cost savings to customers. In 2019, its revenue increased to RM451.1 million.
Regardless of Covid 19 outbreak, KPJ remain resilient of its business model. The group switches over to ramp up testing services and can generate augur profit to offset any downturn during outbreak."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 9:09 AM","lalalam","today is flying"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 9:16 AM","fizz27","Picking up.
https://simplywall.st/stocks/my/consumer-services/klse-bornoil/borneo-...-2/"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 9:20 AM","fizz27","Picking up.
https://simplywall.st/stocks/my/consumer-services/klse-bornoil/borneo-...-2/"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 11:20 AM","duragonn","Now rest for afternoon session"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 1:29 PM","firewall9301","When Acquired shares by Joseph??"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 2:04 PM","Cryptotrader","March"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 3:11 PM","firewall9301","Shark traps. Big Buaya mouth. Old Bornoil tricks but effective ok lo to slaughter all these greedy So hai. No other counters to play meh???"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 3:23 PM","duragonn","Suggest what counter to play then haha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 5:54 PM","Cojack31","Every counter got shark. Buy low better. . Last time bad timing. Pray this time fly above 10 cts again.."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 6:22 PM","Rodrod","No power today hope it’s not the end"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 6:52 PM","Cojack31","Tommorow esos listing. . Wait n c"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 7:23 PM","duragonn","What affect is esos do on this stock? Still newbie so mind explain?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 7:29 PM","firewall9301","Did the Bornoil ESOS and Private shares placement mandate has a ""Holding Period"" ..Can sell your ESOS or New Placement shares only after nn months."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=420","Jul 28, 2020 8:03 PM","firewall9301","0.027 sen Bornoil ESOS Offer price. At 5 sen it is almost 100% profit.!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=421","Jul 28, 2020 8:05 PM","duragonn","I check their announcement at 15/7, the same announcement, thats when price move. Tomorrow might be the same?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=421","Jul 28, 2020 8:06 PM","firewall9301","0.0221 sen indicative Placement price of Bornoil New shares. ? If no Holding Peroid clause.!! Put money take money. Unless investors see potential in the Company??"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=421","Jul 28, 2020 9:39 PM","Cryptotrader","When QR?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=421","Jul 28, 2020 9:58 PM","Rodrod","Qr next month"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=421","Jul 28, 2020 10:08 PM","firewall9301","I reckon it is Aug 2020."
