"bornoil_urls_link","bornoil_urls_date_date","bornoil_urls_date_user","bornoil_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 9:06 AM","sabry4u","Go go... warrant start showing up!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 9:48 AM","Moneyfind44","Bornoil stock never give jackpot to trader lo.adus"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 10:03 AM","sabry4u","give time for this stock to remove sellers...then go up"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 10:21 AM","Moneyfind44","Seller at 0.06 keep increasing day by day"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 11:01 AM","lehubeng","stagnant? thought the shark want to dump till 3 cents..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=459","Aug 28, 2020 11:32 AM","hakimsaat","please fly.. going to sept already.. not much.. 50 sen enough.. hahahahha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 12:09 PM","Moneyfind44","0.06 seller now at 500k lot..aiya"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 12:25 PM","lehubeng","gold up.. 1939... 2k coming...."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 12:27 PM","sabry4u","im out ady..selling at 0.6"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 12:32 PM","Moneyfind44","Im also out at 0.06..market unpredictable..bye"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 1:31 PM","lehubeng","no buy. no sell. hold tight tight....."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 1:47 PM","lehubeng","gold up... 1943.... 2k coming....."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 1:57 PM","FactsandTruths","btuscy @wan, bro u too much ""lets say, what if"". Just buy and diam2 keep, u so conlanfirm mlqb up, u go buy mlab. Tiao
Hi bro btuscy you are here too haha."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 2:49 PM","msysaf69","GOLDCommodity
1,946.67+17.17+0.89%
02:49:29 AM MI Indication"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 2:59 PM","Moneyfind44","After i sold up plak gold...aiya..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:14 PM","hakimsaat","moneyfind... u berat sgt la.. hahaha.. 2 gold x naik"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:19 PM","msysaf69","GOLDCommodity
1,949.84+20.34+1.05%
03:18:43 AM MI Indication"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:22 PM","ramjamdr","Analyst says. gold hit above usd3k now bornoil is so cheap once gold start fly and they start to dig the gunung emas than it won't be penny stock anymore"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:42 PM","wallstreetrookie","park some shares here and dont worry. It is literally too low to cut loss. Once they have nothing to goreng, they will come here. Be patient. You should know the risk already before buying penny stocks"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:47 PM","Trader9","fly or no fly... don't really now... long queue 0.45-0.55. Still have big players... just don't know why it stucks... possbily due to the large nosh..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 3:59 PM","Investor787","Shark busy with other counter ,soon bubble will burst snd DJ will crash at that time Born will also limit down"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:00 PM","msysaf69","masih buat collection between 0.055 - 0.060"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:00 PM","Investor787","Limit down before limit up us usual LOL"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:01 PM","Moneyfind44","The operator totatally mental u all....later once it touch 11 sen,many from this forum will left the stock..then it move to 17 sen then it keep move higher but u all cut win at 11 sen..seriously this is mental game..hahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:34 PM","lehubeng","gold up....1952.... 2k coming...."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:39 PM","Investor787","Mental game before Dow crash ok laa, after Dow crash , bubble burst habiss laa , mati kudasai"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 4:49 PM","Investor787","I think shark also takut dgn bornoil , banyak kali kena main kat bornoil . He he Lol"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 5:07 PM","JuliusCeasar","Top management play dirty game. That's why better wait price goes down to 4 - 4.5 cents.
Dirty game... I help you give low prices, you help me to push up the prices later arr. Okay!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 5:44 PM","Andy555","U think mgmt Stupid ? Now holding at 6c if keep going down they will announce other Zones found gold ....... at least strong support ..... 6c before long weekend I’m happy enough. Just hold . Those that cut loss will regret"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 5:52 PM","lehubeng","gold up.... 1959.....2k coming..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 6:35 PM","justin1njp","Company make profit. So price not up.
Those company make loss.share price Keep up"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 6:39 PM","Investor787","Shud be holding at 7 c"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 6:49 PM","Tkgoh91","They start again mining gold on august, and that was june reporr, if not mistaken. Wait next qr report, it will be intresting."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 6:49 PM","Cojack31","Anyone know.. Still got outstanding esos or pp ?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 6:54 PM","Valgrovest","Latest qtr results announced today show increase of 340% q-o-q. Was expecting them to show losses but turned out profit despite MCO. I think next week the sharks will goreng this counter up."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 7:04 PM","Hero76","Yeah good QR. May goreng to RM0.15 next week"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 7:08 PM","Mashoh95","The revenue decrease compare to before.
Did they get less project or cut down some business?
Anyway still got profit is good enough compare to other company"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 7:19 PM","fixul19","perhaps, thanks to the reversal of impairment"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 7:31 PM","lembest","The Group posted a lower revenue of RM3.56 million which was primarily due to the restricted
and prohibited business activities during the MCO which was further extended to 12 May 2020
for both states of Sarawak and Sabah. The weak market sentiment also further curtailed
consumers spending at our F&B outlets.
However, the Group reported a profit before taxation of RM3.29 million against the reduction in
revenue mainly due to the revaluation that was conducted on a property previously held under
properties, plant and equipment that was reclassified to Investment Properties in accordance to
MFRS 140. The revaluation resulted in a fair value gain of RM2.98 million.
Just property re-valuation causing the falsify view only..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 7:48 PM","Mashoh95","I see..thanks for the input.
So they gain profit mainly because re-valuation."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 9:04 PM","msysaf69","GOLD Commodity
1,963.84 +34.34 (+1.78%)
07:39:24 AM MI Indication
uhhhh....power of gold indicator index closed today"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 9:37 PM","shahreza","Monday cannot sell boss.. Tuesday can.."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:28 PM","Moneyfind44","No need to wrote too much..i ask if price trade at 0.11,r u sell or hold?haha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:40 PM","Will188","Gold price up, Bornoil down. Gold price down, Bornoil maintain price. P&l profit? Lol"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:43 PM","UncleFollower","Impressive results...F&B segment close to 200 outlets lost 31k only despite MCO"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:44 PM","UncleFollower","Limestone segment showing very high margins and stability after all these years of waiting...
The Resources & Sustainable Energy (“RSE”) reported a revenue of RM3.40 million with a corresponding profit before tax of RM2.02 million for the current quarter was mainly contributed from the sale of limestone. The loss before tax of RM72.94 million for the corresponding quarter was primarily due to the impairment of assets and expenditure relating to the mining division."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:45 PM","UncleFollower","The spread of the COVID-19 pandemic took the world by surprise and Malaysia’s Gross Domestic Product (GDP) contracted by 17.1% in the second quarter of 2020. While the full economic impact of the COVID-19 pandemic is still unfolding, the scale and duration of which remain uncertain, coupled with the volatile stocks markets have resulted in investors flocking to
gold as a safe haven asset and pushing gold prices to a record-breaking run reaching an all-time high of above USD2,000 per ounce.
Subsequent to our announcement on an Independent Reserves Assessment under the Australasian Code on Reporting of Exploration Results - Mineral Resources and Ore Reserves (JORC Report) on the Bukit Ibam Gold Prospect at Mukim Keratong, a Memorandum of Understanding (""MOU"") was signed with Minetech Construction Sdn Bhd on 10 August 2020 and 13 August 2020 respectively. The proposed joint collaboration between the parties will reduce the Group’s capital outlay required for the gold mining works and free the Group’s resources to continue with the gold exploration works on other Zones. The Board will continue to exploit the Group’s assets to take advantage of the soaring gold prices.
Amidst these external headwinds, the Board will remain cautious and focus on drawing on our advantages through effective collaboration with external parties to enhance our ability to face the challenges ahead."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:48 PM","UncleFollower","Will188 Gold price up, Bornoil down. Gold price down, Bornoil maintain price. P&l profit? Lol
28/08/2020 10:40 PM
Don't think gold price has any more effect within this range. We do know at $1900+ it's going to be profitable for Bornoil even if it's mine is just a 0.27/gt mine.
But should gold shoot up, Bornoil will run. $2300, $2500...we shall see
Downside is limited. Truly Bornoil has yet to dig out the gold, but it is a good proxy considering the downside/ upside risk. Market is intelligent. This is not goreng je. There are merits in Bornoil's current price despite looking as if it is a goreng only stock"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 28, 2020 10:51 PM","HamsterHuat","Bornoil is a long bet.
just buy and keep.
and hopefully the Sharks will come and bite.
hahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 12:10 AM","7036hisap_darah","gold look like going back 2k"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 12:45 AM","Andy555","Gold price 1971 yes yes ......."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 1:16 AM","Avalon88","Tuesday hope more ikan bilis will sell, so that we could buy cheap at 0.055, before shoot up to 0.1"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 1:18 AM","Avalon88","Guys, just sell your shares if you don't want to make more money ;-)"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 1:21 AM","Seiran","Seriously.... ;-)"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 1:23 AM","Seiran","No need to ask them, they will sell off, because they afraid of something they don't know about..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=460","Aug 29, 2020 1:24 AM","Seiran","Unless you let them know that price will shoot up in few weeks"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 1:27 AM","Batam","F&B biz growing, found gold reserve at one zone out of 8 zones, mining gonna start Soon with mou with minetech, at the current price of gold, margin is expected to be handsome, construction biz also growing, with the completion of the ILPP, the Group will continue to benefit from additional business arrangements with the owners of the ILPP and also got limestone biz wish can find diamond there hihihi. To sum up the revenue n profit will increase and of course the share price in the future.
The current PP and ESOS is to share the company fortune with their employees and PP investor.
Recommendation Buy n Hold. Even PN17 companies price more than 10 sen
Disclaimer: Trade at your own risk"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:35 AM","DreamGladiator","lagi tidor juga kah"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:35 AM","DreamGladiator","still hibernating juga kah"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:35 AM","DreamGladiator","apa daah"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:36 AM","DreamGladiator","don't know when good no to move"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:36 AM","DreamGladiator","no idea"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 2:36 AM","DreamGladiator","no clue"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 7:55 AM","tkl88","Wow, Amazing !
Oil price continue to spike up !
Brent=> $45.87 ‪(+0.27) (+0.59 percent) !‬"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 8:36 AM","dreamer74","The share issue 6.27b while other only a few hundred million. Consolidate 10 to 1 lah"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 9:33 AM","Tkgoh91","I personally think this company is good, just that they need some changes, their homepage really need make it to attract investor, the name should change, borneo oil ppl expectrd to sell oil, and instead no related to oil and mining gold.
But still i can see thr prospect of this company, take it as example, 2016 they started mining gold which only cost 1600 per ounce. And still able cover the high expenses.
Compare to current is already worth more than 300 per ounce.
And the company revenue itself ar growing. And tried to invest on property. Which in my opinion are good strategy.
At this time gold help them earn profit in covid-19, and after the recovery of the economic , gold price will drop, and property and tourism will start to boom.
That's what i think.
But the only think i am concern is their management, they should be more active in the market to attract more investor, provide the prospect of the company and plan.
Keep the remain investor to be confident. So it have more money to generate more revenue and profit."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 9:41 AM","Valgrovest","The positive qtr result does inspire much confidence in this outfit. Better prospect ahead - all board of directors please expedite the excavation of gold whilst gold price is still good. Show your action and power !!!!"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 10:08 AM","tkl88","Dow Jones closed at=> 28,653.87 (+161.60) (+0.57 percent) !"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 10:32 AM","HamsterHuat","laggard stock"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 11:25 AM","kiki","Very good
Wow
Wow, cannnttteeekkk!
Oil price continue to spike up !
Brent=> $45.87 ‪(+0.27) (+0.59 %)"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 11:27 AM","wallstreetrookie","Borneo Oil & Gold Berhad"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 11:27 AM","wallstreetrookie","BORNG"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 12:22 PM","MZM2511","Jangan BORING sudah. HeHe"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 12:34 PM","kiki","Super good
Look at the chart...
Good Bornoil"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 1:42 PM","singkalin","Time to fly up up and away"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 3:12 PM","kiki","Bornoil can be great
Dow Jones closed at=>
28,492.27 (+160.35) (+0.57 %)"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 5:07 PM","Investor787","Final chance for Bornoil to show her true colour ."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 5:11 PM","Investor787","Good report plus Dow jones up"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 5:12 PM","Investor787","Double whammy"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 7:49 PM","Tkgoh91","https://www.theedgemarkets.com/article/white-house-suggests-us13-trill...
US kept printing money. Which is a good thing for gold , i guess.
But i dont think this tuesday the bornoil will up, the value is there, but the investor are not. Unless gold surge all time high,which trigger the investor. That's my opinion."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 8:03 PM","Woodswater","MZM2511 In a normal circumstances there should be a responsive effect. I'm a newbie here. Doesn't know much about Bornoil.
29/08/2020 7:56 PM
B ready
Short term holders - 2 yrs
Mid term players - 4 yrs
Long term supporters - 10 yrs
May i know how strong is ur holding powers?
Many sifus happy, excited, joyful, confident to join Burnoil.
Later cabut faster like bilis lol
Wakakakaka"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 8:10 PM","Moneyfind44","Woodswater is oldtimer for this stock.
Let see either woodswater still in this forum after price spike..
Sure he will cabut if the price trade at 0.11."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 8:26 PM","Investor787","Woodswater just give a brotherly advice , i fully understand him"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 8:38 PM","takeprofitlah","woodswater, i am a millennial trader, i dont even have the power to hold even for 2 weeks lol. if i make profit then i cabut. that is my trading plan, everyone get their own trading plan right"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 29, 2020 10:04 PM","wallstreetrookie","You are kinda stupid for playing penny stocks. For us, we play penny stocks for the percentage gain. No one is expecting Bornoil to reach RM1. Also, sound like you have some shit low capital. Buying penny stocks with that amount of money is alarming and says a lot about your investment capabilities"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 3:15 AM","Will188","Burnoil... Asset rich but continue raise money via PP. A 100years old shark to ensure low price/cost & SAPU all shares to enjoy future value/gold. Hope all buy and keep for long term."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 5:05 AM","7036hisap_darah","agree will will188"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 9:42 AM","Andy555","It’s as Usual ..... idiots Run , investors Laugh Wahhahahaha"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 9:43 AM","Andy555","2weeks ? Wow ............. I’m impressed by millennials"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 9:54 AM","Woodswater","Moneyfind44 Woodswater is oldtimer for this stock.
Let see either woodswater still in this forum after price spike..
Sure he will cabut if the price trade at 0.11.
No argument
Once burnoil hit 11 c as u said
I ll exposed my whatsapp no to let u c how many biji i have, and how long i ll hold it. I do not mind sharing not even burnoil, i accumulated some paper gold ( only MBb n Pbb got such investment) Rm 250 / gram during international GOLD price traded at USD 1800 / once. I ' m always bullish on Gold, tbe problem is MANAGEMENT OF BURNOIL, not BORNOIL investors like us. I just sharing, sincere remind but not attack as many uncertainty could happen anytime, any soon
https://www.sinchew.com.my/pad/con/content_2332922.html
I remembered last times u said ready to burn ur 5000 lots for Bornoil, but y u sold off n suspect at my INTEGRITY jusbcos u sold off n wish to buy low? My style is not line to make enemy as i always sharing without hidden gem or personal agenda!
Tqvm
Investor787 Woodswater just give a brotherly advice , i fully understand him
Tx my long term battle holders as well
Wakakakaka"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:00 AM","Woodswater",".mind ur hard earn monies as many uncertainties possible happens any time, any soon
https://finance.yahoo.com/news/ultrawealthy-investors-are-hoarding-cas...
https://hk.finance.yahoo.com/news/%E7%BE%8E%E5%9C%8B%E8%B6%85%E7%B4%9A...
https://hk.finance.yahoo.com/news/%E4%BB%A4%E4%BA%BA%E4%B8%8D%E5%AE%89..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:03 AM","Woodswater","As biggest concern of our nation Tanah Melayu is
https://www.sinchew.com.my/pad/con/content_2332922.html"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:04 AM","CKN","Many get trap. Continue to be play out by sharks and owner"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:04 AM","CKN","There are many good counter out there. Dont be small."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:06 AM","Woodswater","At least u should understand him, Warren Buffet
https://finance.yahoo.com/m/4156af40-7d80-32cf-8ff2-8e2fe47b1fb1/inves...
https://hk.finance.yahoo.com/news/%E5%B7%B4%E8%8F%B2%E7%89%B9%E6%8C%87..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:12 AM","waves32","I bought 500k and it is dropping continuously! I think I should buy another 500k at 0.6! and keep holding or should I sell in loss? any suggestion folks?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 10:31 AM","HamsterHuat","@waves32....if the fund is excess money....just continue buying and everyday que NEW 500k at 0.5 until it match or who knows....it will shoot up thus your OLD 500k suddenly in Green."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 11:23 AM","Moneyfind44","Ask urself r ur mentalilty strong enough if the stock trade at 0.11?if yes,then topup.if not,then juz wait at 0.11 & sell it..why?bcoz most traders lost money after they cut win & then reenter back at high price then little drop cut lost & then without notice in massive circle loss."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 12:49 PM","Woodswater","Moneyfind44 Ask urself r ur mentalilty strong enough if the stock trade at 0.11?if yes,then topup.if not,then juz wait at 0.11 & sell it..why?bcoz most traders lost money after they cut win & then reenter back at high price then little drop cut lost & then without notice in massive circle loss.
30/08/2020 11:23 AM
Mark ur word
Tqvm sifu moneyfind 44
Let s huat 2gather"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 1:33 PM","Sales","Don't waste time here, we got no choice. Because we bought since 2016. Just to wait and wait until our hair all grow grey, also cannot go 0.10sen. Very very sad. Just don't understand the management."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 2:04 PM","2garre25","If it cannot go up to 0.10 that is good reason not to hold! I thought it is going to grow more than that? I am new bee, but I think I have to sell it ASAP. I cannot hold 2 or 3 years for no reason. Thanx for the comments folks."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 2:19 PM","waves32","Posted by 2garre25 > Aug 30, 2020 2:04 PM | Report Abuse
If it cannot go up to 0.10 that is good reason not to hold! I thought it is going to grow more than that? I am new bee, but I think I have to sell it ASAP. I cannot hold 2 or 3 years for no reason. Thanx for the comments folks."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 4:48 PM","franco88","This counter still not in goreng phase although good news already out .It only means one thing ,the intention is just to get short term gain .U could see everytime buyers built up,they cleared all to the buyers .Its not to flush out sellers to accumulate . its more like the ones behind are selling in a big way."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 5:25 PM","Will188","Selfish mgt, self again, manipulate low price collect shares... Puiks."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 5:29 PM","7036hisap_darah","will188 mgt is what ?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=461","Aug 30, 2020 9:48 PM","Woodswater","Mgt means 'management'"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 30, 2020 10:14 PM","7036hisap_darah","yes will188 wish they get accident when they do site visit the gold mine..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 30, 2020 11:13 PM","wallstreetrookie","stupid management"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 12:30 AM","Investor787","Manage to recover loses from bornoil thru swapping to other counter, hopefully its different Bornoil now, tuesday is the day to see bornoil ok or not."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 9:01 AM","Will188","They not stupid. They smartest. Imagine slowly accumulate the shares by pressing down the price.. At the end they are biggest winner."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 9:14 AM","bumipearl","Actually how much more they need to accumulate"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 9:48 AM","Moneyfind44","Itu ada 164mil PP not yet announce..
Also not understand who bought 581mil PP Share..ini 581mil PP Sudah ada investor beli or x???anyone can explain?"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 10:23 AM","7036hisap_darah","only them know who buy the PP or the keep in pocket just want to make price down."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 12:40 PM","silversurfer96","Well if you guys noticed that for the last few weeks, the shares had been traded in a range of 500mil to 1bil (i think i saw like 1.2b in a day) but the selling que is not that much - if you see the selling que for 0.065 and 0.070 is not that much (probably total of 200mil) - which only means that someone is collecting and the TP is much higher than this (the buying que is enormous)
well, taking the gloves counter as an example - the price was moving sideways until someone realize the potential of it. Hence, it is the same here - once the actual gold being mined, sold and reflected in balance sheet - dont think you will even see anything below RM 0.10.
Global recession will happen as we can see that even vaccine development is there but the effectiveness will be a question and even if it is 100% effective, it will take time to reach to the whole world.
People already predicting the global recession to spill over to 2021 and looking at the company-it still made resonable profit without actually mining the new discovery hence, once they start (minetec -something to watch out for), there will be a sudden jump in profit.
a few things that i am still researching :-
1. What is the deal with Minetec (if it is profit sharing or fix cost payment) - in their QR report, it mentioned that with minetec, they are able to focus their resources in exploring other zones.
2. This company had mining right but we all know in malaysia without a proper cable connection, this is not possible - hence, who is behind this company?
My prospect target
1. Looking at Bahvest and other gold trading company, my TP would be in the range of RM0.50 (First resistance will be RM0.10 in which will go on once field gold mining starts and the QR indicates the revenue from this)
2. Support range is very clear at 0.05-0.055 with limited downside (unless the whole world magically recovered and global economy goes back to pre-covid- which even then gold was around USD1600/oz) - good thing is that gold price is not affected by the vaccines news but the weakness of US Dollar - we know that this country not going to recover that easily with death and infection rates climbing. If these people can think Covid19 is a hoax, imagine the vaccine?
hence, this is not a counter for contra traders but more of an investment for your spare cash.
#not a call for buy or sell#
#do your own research#
#my own notes so that i can come back in 3 months to review#"
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 2:10 PM","Will188","Agree... Now trading pattern healthier vs last few week which significant obvious Some1 blocking price movement via huge volume loaded in buy sell price.."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 2:10 PM","Will188","The price just block to move up..."
"https://klse.i3investor.com/servlets/forum/800001255.jsp?ftp=462","Aug 31, 2020 2:46 PM","aizaclunk","i just got a recommendation for stock watch for bornoil tomorrow from a remisier"
