"dps_urls_link","dps_urls_date_date","dps_urls_date_user","dps_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 10, 2020 3:51 PM","Hein","Market drop it drop, market up it drop."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 10, 2020 10:50 PM","Orson Chin","Sleeping sleeping .... boss give up this company"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 11, 2020 9:57 AM","Teh Diven","Only direction is gostan...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 11, 2020 5:44 PM","SinGor","Buy Luster, Buy One Lot free One nite"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 11, 2020 6:17 PM","Hein","Not know why fundamental change a lot but price keep dropping. Only thing is peter don't want dps up."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 11, 2020 6:49 PM","klsestock","then alam ,barakah,kub .emetall,mastell and many stock today sametreand...all obvious ar"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 13, 2020 10:01 AM","fl888","Holding DPS is a blessing in disguise as by selling DPS now , we can buy some shares which we can hardly afford to buy......like selling a Kancil to buy a Merc.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 13, 2020 12:41 PM","Teh Diven","DPS know 1 direction.. gostan no matter qr good or mkt good only gostan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 13, 2020 12:55 PM","Hein","Sohai peter ....0.045 is on the way. Warrant 0.015."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 13, 2020 7:41 PM","klsestock","3 cents la next week I lucky"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 14, 2020 9:25 AM","scrown","Cash at hand in DPS account is 1.8 cents, then assets? So how can this company is only worth 3 cents?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 14, 2020 11:50 AM","scrown","Besides another insurance claimed around 11m will be received soon. So cash at hand per share of both claim should expect 3 sen more that excluding solid assets that DPS held"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 14, 2020 11:13 PM","Teh Diven","China had recover from covid"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 16, 2020 9:50 AM","Orson Chin","0.05 buy buy buy"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 16, 2020 5:48 PM","Hein","Only dps up. Tipu lah, I wait at 0.045."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 16, 2020 9:37 PM","Teh Diven","Mati liao lah"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 17, 2020 9:10 AM","Diven Teh","pa ria counter and management. when market is good, still wan to zzzzzzzzzzzzzz... Now what happen? better plan to taking private....dont wasting our time."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 17, 2020 2:28 PM","klsestock","all rebound but time for dps really drop haha"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 17, 2020 2:29 PM","klsestock","investdps mouth very busuk whatever he say will terbalik .....resistant covid-19 ar dps"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 17, 2020 3:36 PM","klsestock","investdps everyday talk nonsense ,,now this happpen.,,he talk since 3 years ago ,,,still drop..better keep quiet la..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 18, 2020 10:17 AM","klsestock","investdps from hope to denial later will go for depression"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 18, 2020 10:55 AM","IronShirt","European and USA are in lockdown. Who will supply furniture parts to the world?? DPS register 30% gain in Trading furniture parts last Quarter, might jumps to 200--300% if China cannot gets Raw materials during Lockdown"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 18, 2020 1:47 PM","Diven Teh","peter slow abort this DPS...............that y getter lower and lower and he also dont want to support."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 7:21 AM","Teh Diven","Peter planning to taking private liao"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 7:31 AM","moneypedia","yah gah eow"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 9:24 AM","Diven Teh","free falling !!!!!!!!!!!!!!!!!!!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 10:45 AM","investdps","All, please don't touch. I losing again. I thought 4.5 sen is lowest. Fingers gone"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 11:31 AM","klsestock","2 cents coming"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 11:32 AM","klsestock","alam 0.0035 cheaper than dps better buy alam"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 11:35 AM","klsestock","sell dps buy alam ...if rebound alam rebound kuat"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 19, 2020 2:56 PM","Teh Diven","Lelong lelong lelong....if mkt good zzzzz if market Lau sai follow Lau sai...paria peter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 20, 2020 9:12 AM","Diven Teh","kalau turun kacang putih............kalau mau naik bukan main susah
pariah lah peter............no ball"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 20, 2020 9:15 AM","klsestock","see alam today and next week rebound....if sell dps yesterday untung d"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 20, 2020 9:45 AM","Diven Teh","DPS is one of the CB counter........in klse.........."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=352","Mar 20, 2020 9:46 AM","Diven Teh","no uptrend on this counter. always downtrend."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 20, 2020 10:39 AM","Hein","Yes, today market green it still red. Alam better than dps. 要绑住皮特拔他的鸟毛。"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 20, 2020 2:47 PM","klsestock","told u ma yesterday alam 0.035 /0.03 dps 0.04 ...chance for u to change ..now all good stock become penny better than dps..iris 0.07 now also good"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 20, 2020 2:48 PM","klsestock","dnex also good better than dps"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 20, 2020 3:38 PM","Diven Teh","DPS alway a SOHAI Counter....Like their management."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 20, 2020 4:24 PM","Hein","If want to buy alam, knm better."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 23, 2020 10:09 PM","harry_7","siapa collect almost 8mil share at 0.04???"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 24, 2020 5:46 PM","Orson Chin","Wah..... all director buy buy buy ....!!!!!!!!!!!!! Good signal?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 24, 2020 6:37 PM","IronShirt","No. Just transfer to Son and Daughter........At 0.045----Peter Kena Margin Call.
He first reduced his Direct Shares holding by transfering to his immediate family.......Then
Buy back 11.0million from Open Market-----Basically he is going to ""Goreng DPS"""
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 24, 2020 7:08 PM","IronShirt","Or DPS can do share-Buy-Back. Got 12million instant Cash from MsiQ"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 24, 2020 7:18 PM","SinGor","Good tactic. Nobody got money now. Who dare to challenge Peter? Some more no short selling"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 24, 2020 10:55 PM","Hein","DPS under movement control. You will see how big DJI bounce buy it is still downtrend."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 1:20 AM","Orson Chin","All share and money on hand ... easy earn more money if goreng share"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 8:30 AM","SinGor","Bursa has relaxed monitoring goreng movement....already stock market is dying with no Vol."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 9:15 AM","Teh Diven","Pa ria counter always a pa ria counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 10:44 AM","Teh Diven","All lousy counter start
Climbing up. Paria counter gostan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 11:25 AM","Hein","Now believe what I say. Peter is not Peter pan. Only continuously excellent Qr can push the price. But now no business can do. How to improve revenue and profit. Some more hv to pay salary."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 25, 2020 12:16 PM","Diven Teh","the price movement reflect the management capability.........1 word is SOHAI SOHAI SOHAI.. No wonder cant attract investor"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 9:08 AM","Teh Diven","Rebound?Peter will never never rebound...always gostan counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 12:55 PM","kk7198","@investdps, Peter doesn't pity you losing more than 55%.This is the name of the game..Try to recoup your losses by buying BAT,now below RM 10.00 or Powerwell at 0.23 sen which is below ipo price of 0.25 sen."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 7:53 PM","investdps","Kk. No more money liao. Just check company announcement, Peter 's son and daughter bought from market at huge quantity"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 9:39 PM","kk7198","investdps,not from open market,direct deal from parents to children.If bought from open market at huge quantity , should break 0.10 sen.Another sinister job by depressing the price down."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 9:40 PM","harry_7","they can throw to you at 0.08 at 100% profit....:o"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 26, 2020 9:42 PM","kk7198","investdps,you can't trade with him.You will lose your pants,just hold on."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 28, 2020 12:37 AM","mikeann","Dps has been consolidating at around 0.045 for a long time.
It has dropped from 9.5 sen to 4.5 sen . At this current price, it's at near 52 weeks low with negligible downside.
Its cash flow position has improved tremendously with the successful receipt of insurance claim.
With most stocks having rebounded over the past week, DPS rebound is imminent. First resistance at 0.06"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 30, 2020 5:50 PM","investdps","Just checked the annouceme, it is Peter and family bought back a lots. Thanks to them for supporting at 4 sen. I can sense this counter is going to hit 22 sen soon"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 30, 2020 5:51 PM","investdps","But it is no more relevant to me now."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 30, 2020 5:51 PM","investdps","Persie , golden opportunity to buy cheaper now"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 9:18 AM","Teh Diven","Penta drop like crazy but up also like crazy...DPS up like a turtle and snail. Drop like a rocket.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 9:21 AM","Teh Diven","Tp 0.10 cts for this counter but don't know when"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 8:09 PM","Hein","May QR xiao liao. Furniture always losing money plus high Labour cost and MCO can't operate. Dream of consecutive green qr broken liao."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 10:24 PM","Teh Diven","Qr just another QR....Qr is useless. Peter is lousy. Always play gostan and zzzzz game."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 10:24 PM","Teh Diven","Covid got vaccine but DPS elek"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Mar 31, 2020 10:26 PM","KAQ4468","Tanam jer"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 1, 2020 9:57 PM","Teh Diven","Better tanam at their project site...no I c...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 1, 2020 9:58 PM","Teh Diven","Never seen this kind of lousy stock"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 2, 2020 9:35 AM","scrown","Under covid period, DPS turns out a cash cow with no debts company, very good management n performance"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 2, 2020 5:01 PM","harry_7","up 25% woo haha"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 3, 2020 10:16 AM","Teh Diven","Ci Bai counter always like to play gostan gostan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 3, 2020 10:06 PM","harry_7","test your patience ma"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 9:09 AM","IronShirt","55% Gain---- King of the Road----F1 indeed"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 10:41 AM","investdps","That is why you all mu thanks to Peter and family.
This is exactly the same pattern like leesk beffore. Price drop after factory burnt down, directors bought back share and then price move from few sen to 35 sen, and then to rm 1.30.
Anyhow, It is no more relevant to me now"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 10:42 AM","investdps","Persie kaya again. He is truly a smart investor"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 11:36 AM","harry_7","until now already 80% gain..geng lo..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 2:10 PM","Hein","See afternoon can go back to 0.075 or even higher boh. If boh will sleep again."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 4:57 PM","Hein","Peter tomorrow come again yah. Make a huge up again. Everyday 2 cents enough,lol."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 7, 2020 7:18 PM","Teh Diven","Afternoon roadblock can't go up"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 8, 2020 9:06 AM","Teh Diven","1 day show and try to trap ppl....no good"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 8, 2020 12:46 PM","Teh Diven","Tp 0.075 cts already achieved. Any uptrend need to wait."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 8, 2020 5:22 PM","Teh Diven","Sleeping time."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=353","Apr 9, 2020 11:10 AM","Teh Diven","Gostan time....why suddenly up 0.075 cts? What is their motive?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 9, 2020 3:50 PM","klsestock","make u buy and sell to u la to get money fro recession...then drop back lo to 2 cents..recession take 1 year to finish,..next year up back to 7c ...then kaya lo who bought 2 cents"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 10, 2020 9:16 AM","Teh Diven","Max tp already achieved. Game over...now Peter will play within 0.04 to 0.07...when touch 0.04 again sai lang"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 10, 2020 11:28 AM","klsestock","investdps kk7198 cut loss d lo"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 10, 2020 12:42 PM","Diven Teh","gooood ! no point to support peter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 13, 2020 11:17 AM","Diven Teh","DPS still the only counter that never break 10 cts anymore.........."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 14, 2020 6:56 PM","Teh Diven","DPS become a totally family control.. uptrend is no more. Luster monitor"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 14, 2020 11:23 PM","harry_7","hwgb coming soon"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 15, 2020 9:11 AM","Teh Diven","Hwgb macam sudah jalan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 15, 2020 9:21 AM","harry_7","tp 50c :0"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 15, 2020 3:26 PM","Hein","Dps start to follow KLSE index play up and down. Continue green Qr is very important. Just bad luck, business growing time fall on MCO."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 15, 2020 5:13 PM","Teh Diven","Not really...DPS don't care good qr, or bull mkt...Peter team always like zzzx"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 15, 2020 11:15 PM","Teh Diven","Peter tgt 0.075 cts only"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 16, 2020 3:46 PM","IronShirt","cannot understand why teh Tarik talks so much here. Didn't own a single dps share. maybe got mental problem"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 17, 2020 9:11 AM","Teh Diven","SC need need to investigate why those dormant and in active company still in operation even with good profit."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 17, 2020 9:12 AM","Teh Diven","Taking private is the best option for Peter now"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 22, 2020 11:31 AM","Diven Teh","drop so much? got effect from hing leong trading?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 23, 2020 12:12 PM","Diven Teh","top management need to deduct their salary/allowance in view of failure to improve their pricing for the past 5 yrs...............................and propose to delisted from KLSE due to no improvement."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 28, 2020 5:16 PM","Hein","Will DPS jump to 0.10 from 0.06 like the way jump to 0.07 from 0.04."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 28, 2020 7:24 PM","Orson Chin","Boss.... all CTS counter goreng goreng .... when ur turn ?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 28, 2020 7:31 PM","Diven Teh","peter and team dont know how to goreng leh"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:17 AM","Teh Diven","Nihsin already sleep for so long still can break 11 cts. What happen to DPS? Really shame of you all.....really impotent.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:25 AM","Peter2357","one of the cheapest penny stock ...still have not gone up while most of others has doubled...used to buy 6cts n sell at 8cts"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:26 AM","Peter2357","remember NTA 20 CTS with strong cash"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:26 AM","Peter2357","sooner or later will move"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:28 AM","Peter2357","hope it declare a dividend like MKLand out of the blue"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 9:42 PM","Teh Diven","Peter's say forget abt it....I m happy with this price..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 29, 2020 10:47 PM","harry_7","someone is monitoring this counter la... anytime will shoot without notice..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 30, 2020 12:55 PM","tualp","All in DPS. Target price RM0.45.
Property market super good in Malacca. Hotel Ramadan ceased operation will benefit DPS?
go go go DPS."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","Apr 30, 2020 2:24 PM","Orson Chin","Tualp... later ur cUt ur LP .... don’t all in lo"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 1, 2020 8:26 PM","tok_jeff","collecting more."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 4, 2020 3:42 PM","Teh Diven","Nova still can up? DPS ? Zzzz lagi ke...or Peter and family? What are you all doing?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 4:06 PM","Peter2357","yes,Nova is a tech stock n also into medical"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 4:08 PM","Peter2357","DPS into property development ....property stocks yet to be goreng but it's cash position n NTA is very strong"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 4:09 PM","Peter2357","coming coming"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 4:10 PM","Peter2357","Talam only 2.5 CTS can get already"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 5:28 PM","Orson Chin","Dps dps... what r U waiting for ???"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 5, 2020 5:29 PM","Orson Chin","Talam... debt ratio very high ....
dps ... cash on hand"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 6, 2020 11:27 AM","IronShirt","Talam negative NTA. Not even Trump can save Talam......too ""dalam"" 10km underground"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 7, 2020 11:40 AM","Teh Diven","Peter family say why waste money to push up the price. Better zzzzz.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 10, 2020 8:38 PM","scrown","Court grants order to freeze RM169 mil of Ricky Wong's assets | https://www.klsescreener.com/v2/news/view/675043
Don't simply transfer listed company's wealth from left hand to right hand nowadays"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 11, 2020 8:27 AM","scrown","Including family wealth also gone"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 11, 2020 10:04 AM","harry_7","asia media..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 11, 2020 3:55 PM","Teh Diven","All dormant company need to investigate....if not they are missing public fund for their own objective. Free money"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 11, 2020 7:30 PM","fl888","Should also freeze the assets of Peter & family ..before no more money in DPS account...like Asia Media"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 12, 2020 5:38 PM","kk7198","Agree with bro f1888.Luckily I had cut loss long time ago n had recovered most losses in these gloves bull run.Now I'm buying ARBB n ARBB - PA."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 13, 2020 2:16 PM","Teh Diven","Dead counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 14, 2020 2:54 PM","harry_7","just see either someone pick this to goreng or not... tikam lo..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 14, 2020 10:22 PM","Diven Teh","wat can i see is left hand and right hand"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 16, 2020 10:53 AM","investdps","KK, good to hear that you have recovered from the losses or even make more profit. I hope the "" free Shanghai Hairy Crab"" still on the board one day.
As for me, no more buying dps. Anyhow it looks like got potential as most penny stock alraedy up so much.
Cere22, hope the surge may turn your life from driver to to become passenger with body guards running along the cars to protect you"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=354","May 16, 2020 10:55 AM","investdps","klsestock, may have change his life, just with the one lkl counter. very smart investor"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 16, 2020 1:29 PM","kk7198","investdps,can still buy n keep Supermax eventhough it has gone up 100%.This is super bull run for gloves n the next round could be next one or two decade. If you dare to whack,can still recover back your losses I sold Rubberex and Adventa too early.Now only holding Supermax n Harta.I bought ARBB because of their new growing business and also having a new shareholder,US Fund,Caravan.Caravan also bought Rubberex."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 16, 2020 2:45 PM","fl888","Kk7198, nice to hear u are doing well...and keep it up.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 16, 2020 3:19 PM","Teh Diven","DPS only for Peter family nia"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 16, 2020 3:34 PM","kk7198","f1888 bro, thank you n hope your good fortune will come soon."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 18, 2020 7:51 PM","scrown","Any benefit from HSR? Why last minute was moving up?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 18, 2020 7:53 PM","Teh Diven","DPS = Dato Peter sohai"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 18, 2020 8:07 PM","Hein","Scrown, probably becoz of coming result is still excellent and preparing rocket up...believe or not after so many years preparing, lol."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 19, 2020 7:42 AM","kk7198","Bro Teh, agree with you.He's really a Dato sohai.Even KNM having borrowing of 1.4 billion also can go up 33% one day."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 19, 2020 6:30 PM","Hein","Perhaps good result on the way?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 10:25 AM","Diven Teh","luster slow slow naik"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 3:11 PM","fl888","Sleepy Peter waking up...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 3:32 PM","Orson Chin","Dps QR coming good ? Claimed insurance from hsbc edy?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 3:33 PM","99plus","looks good. peter coming back."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 4:13 PM","IronShirt","Salted Fish suddenly alive. Big Vol."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 4:20 PM","Hein","Different from old DPS style. Last time only sleep."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 20, 2020 5:43 PM","Hein","Yes, jj. Quite different fr last time. Its fundamental has change a lot. Property business also making money. It should trade higher than 0.20 above its nta."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 10:41 AM","Lannister","Why no movement. QR got huge profit, but no movement at all?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 10:44 AM","KHURSHID","which QR got huge profit la...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 10:45 AM","KHURSHID","every time same stories again and again"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 10:47 AM","Lannister","Last quater end Feb 2020"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 10:52 AM","winfai","Surprise that still got ppl never learn.. Still expect coming quarter got profit..... Con job again in progress."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 11:02 AM","Lannister","im sorry is there any related news pertaining this con job?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 2:56 PM","Teh Diven","Left hand to right hand macam Barisan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 21, 2020 5:49 PM","Hein","And surprise the so call learn people still here to see the monkey show keep conning. Is it interesting show?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 22, 2020 12:03 AM","handsome5555g","Next week I heard there will be goreng to 0.09. Can collect some now"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=355","May 22, 2020 1:11 PM","klsestock","I buy more dps and dps-wb."
