"dps_urls_link","dps_urls_date_date","dps_urls_date_user","dps_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 20, 2018 9:41 AM","Teh Diven","Good, test new low at 0.045"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 22, 2018 10:24 PM","Teh Diven","No new biz development"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 24, 2018 10:43 AM","omgboy",""
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 26, 2018 4:27 PM","zul","dps support kuat kuat minum teh masa sampai...jiak kopi...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 27, 2018 12:57 AM","Orson Chin","Insurance how ? No news?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 27, 2018 7:54 AM","fl888","How is Lao Tze ,Jenny, etc who use to comment two years to three years ago, hope they are fine...HPY 2019 to all...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 27, 2018 10:42 AM","Teh Diven","Very strong
Market up, DPS still standing strong
No buyer no seller"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 27, 2018 12:03 PM","scrown","Then u buy all surely go up"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 27, 2018 5:17 PM","Teh Diven","Buy? Surely holland"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Dec 28, 2018 4:43 PM","Hein","Feb 2019 Qr should include 3 months property sales. If still losing. Peter hv to be duck to make some money. Only know to play kindergarten karate."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 2, 2019 3:35 PM","zul","klci jatuh 23point dps tak jatuh... 5 sen benteng memang kukuh dan kuat..tak payah risau....tunggu minum teh masa sampai...jiak kopi...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 2, 2019 6:13 PM","Teh Diven","Masa mkt Naik gila tapi DPS Masih zzzzz.memang confirm ?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 2, 2019 10:27 PM","Teh Diven","They not ready yet"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 3, 2019 7:00 AM","Teh Diven","How is their insurance claim business?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 3, 2019 7:01 AM","Teh Diven","If the price still like that better demoted n don't stay at main board"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 3, 2019 7:55 PM","Teh Diven","No volume today"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 5, 2019 7:03 PM","Teh Diven","Wat is the direction of DPS?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 5, 2019 7:04 PM","Teh Diven","Worth to invest?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 7, 2019 3:52 PM","mikeann","What happen to the insurance claim hearing date??"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 7, 2019 4:14 PM","kenie","no more hearing date , in court judges reject claims...failed cannot .."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 8, 2019 6:53 PM","Teh Diven","Better invest in quality counter....this counter don't hv idea the boss wants to improve the price or not. So far, from 12 cts down to 5 cts."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 8, 2019 6:53 PM","Teh Diven","Decreasing price is not good to the company...n fiture"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 8, 2019 10:11 PM","mikeann","When is the next hearing date for insurance claim???"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 9, 2019 3:07 PM","Diven Teh","no need hearing lah........this counter always look backward. no money to move forward"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 9, 2019 7:24 PM","scrown","Why you still fall in love with this counter? So many penny stock up nowadays."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 10, 2019 9:29 PM","Hein","Going to reassessment and announce the final payment, why got return to federal court again. This is instructed by federal court."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 10, 2019 10:13 PM","Teh Diven","So hai clsin"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 10, 2019 11:10 PM","ceres22","jjchan, did they mentioned when is the next date?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 11, 2019 9:18 AM","scrown","Although pay day 2019, Peter will normally find way to transfer fund out as old day practice"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 11, 2019 9:24 AM","Diven Teh","nishin pun sudah terbang. dps rubbish stock"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 11, 2019 5:33 PM","Teh Diven","Rubbish always a rubbish"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 11, 2019 6:40 PM","scrown","Don't expect so much from this counter,"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 12, 2019 7:40 PM","Teh Diven","Agreed...see the movement of the share already know"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 14, 2019 4:34 PM","zul","dps support kuat kuat minum TEH masa sampai..cepat cepat beli jiak kopi masa sampai ...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 15, 2019 8:54 AM","zul","peter sow mau kasi angbao..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 15, 2019 11:39 PM","Johnny2888","All Low cost property companies already got movement today because government have given good news and encourage, Dps will move very soon and don miss the boat"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 16, 2019 3:51 PM","Orson Chin","2019 can get insurance Ang pao?
2019 can get project from garnering build low end house?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 2:51 PM","zul","DPS=duit panas sampai..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 3:15 PM","Teh Diven","Mana?
Habuk pun tak lak"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 4:13 PM","fl888","Not fair as only the Peter know the outcome of the fire claim...so KLSE should query why no updates on the fire claim to the investors .."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 4:19 PM","FaatihBinKanaan","dps no movement?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 4:20 PM","ceres22","yes nothing at all fr the bursa announcement cuz previously at least they got update, its like the news been cut off completely....hopefully no news means gd news la"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 17, 2019 10:09 PM","Teh Diven","DPS is nothing"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 18, 2019 1:03 PM","Teh Diven","Poor management lah"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 19, 2019 5:25 PM","Teh Diven","This price will drag until 2020"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 20, 2019 9:57 AM","IronShirt","didn't get 1 share parked at 0.05 for 1 month. Any goreng or results out, Dps will start at 0.11, previous high. You want to goreng big volume, have to wait until price hit 0.15--0.17
Chances are if management put money on the Table( confirmed Rm19m payment) will fly to
0.20 with no air-brakes,,,,,,,,,,I have no patient, give up"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 24, 2019 9:18 AM","Teh Diven","When Bursa wan to query them?no any improvement last 4 yrs"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 25, 2019 12:26 AM","Orson Chin","Wait for 3 yrs edy ......
so tired and why so hard to claim insurance ?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 25, 2019 5:59 PM","Diven Teh","poor management. that y the price like shit......"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=293","Jan 26, 2019 5:16 PM","Teh Diven","Boleh percaya ke?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 29, 2019 5:51 PM","Teh Diven","No angpow for cny"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 30, 2019 5:29 PM","Hein","First trial of reassessment begin? Tomorrow onwards?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 30, 2019 9:34 PM","Teh Diven","Never ending story. Tidur dulu"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 31, 2019 12:12 PM","ceres22","hein, the trial might take ages again.....sigh"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 31, 2019 4:46 PM","Teh Diven","Paria counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Jan 31, 2019 9:37 PM","Hein","Ceres, see coming QR ok or not. If the ready affordable house also not make money. Then really no hope."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 2, 2019 11:24 PM","kk7198","Worst comes to worst,JJchan still can have his soon hock meal."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 3, 2019 2:34 AM","Hein","Kk7198, you are back. But reassessment result no more appeal right. ? Should be no more to federal court again right, this case has been bring to federal court by dps itself."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 3, 2019 2:35 AM","Hein","And, 恭喜发财! I just finished my 鸡蛋糕。"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 3, 2019 10:12 AM","kk7198","Hein, coming year hope you can enjoy bird nest cake."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 4, 2019 9:08 AM","zul","dato sri gong xi fatt choi..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 8, 2019 12:12 PM","Teh Diven","Tidur lagi....syoknya"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 9, 2019 12:20 PM","IronShirt","Dps market Cap is 39m and Court judgement(pending) is 27m,,,,70% of cap Value.
0.065*1.7= 0.11 start gap-up price,,,,,,,Dps par Value is 0.10,,,,,almost no Bursa Co. value falls
below par when there is a Court Judgement(pending) that is equal to its market Cap"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 11, 2019 1:25 PM","kk7198","Soon is going to be next Talam."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 11, 2019 2:49 PM","Diven Teh","agreed with you.............next Talam"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 11, 2019 2:50 PM","Diven Teh","no choice loh. wrong investment"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 19, 2019 7:43 PM","Teh Diven","When wan to taking private and delisted?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 4:13 PM","fl888","looks like fire claim coming...RM22million"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 4:16 PM","fl888","NTA 18 cents, a good buy....."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 6:52 PM","Hein","Good Qr plus claim?!"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 9:12 PM","kk7198","Buy Talam better., can get higher return.Keep until end of this year will be rewarded with 100% return."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 9:36 PM","ceres22","based on past experience, 1 day show only, dont be so happy as yet......if tmr high volume, then we might expect stg good brewing....."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 11:14 PM","Orson Chin","Slow slow up ? Touch 0.70 now..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 21, 2019 11:17 PM","Orson Chin","Look the TA .. macam going to goreng"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 22, 2019 12:36 AM","Hein","TA cant pakai here. All old birds said is true. Don't hope too much."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 22, 2019 8:45 PM","Teh Diven","Pecut mana Tu?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 6:21 AM","kk7198","@zul,mana ada duit panas sampai? DPS=duduk pang sai sahaja, lain lain saham semua terbang."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 10:24 AM","Teh Diven","Agreed kk7198. Duduk pang sai je"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 11:10 AM","kk7198","Bro Teh, try to focus on current trend....O&G counters as there is a mini bull run on these counters.Monday will see Dayang gaps up as it posted an excellent result.Can try her parent co...Naim.ECRL related counters such as Iwc, ekovest etc are also in the play.Alas, our duduk pang sai will still remain duduk diam diam."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:09 PM","fl888","Rumours of RM22 million fire insurance to be settled by next week but qtr result for 31-12-18 sure coming !!! Will ignite Datuk Pang Sai ie.DPS......"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:28 PM","ceres22","fl888, rumours from insider?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:42 PM","fl888","Ya lah, always telling but at least the RM22million is really coming but when ..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:47 PM","kk7198","f1888, you are really genius in Datuk Pang Sai @ DPS.Thumbs up."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:49 PM","ceres22","yaloh, got news better than no news at all, lol....am really interested to see how they did in the last qtr results"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:49 PM","kk7198","He keeps on pang sai so many times that many have given up."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:51 PM","fl888","Meanwhile I buy 4d 7198 ....today & tomorrow"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 12:55 PM","kk7198","Wish u good luck, bro."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 2:51 PM","Hein","Fl888, who is the insider? Kopitiam one, Datuk pangsai kaki or else...different type of insider will show different accuracy.of news."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 23, 2019 10:32 PM","Teh Diven","If the price can maintain abv 10 than can buy if not just duduk pang sai je lah"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 26, 2019 9:53 AM","Teh Diven","Gostan already"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 27, 2019 5:49 PM","Hein","Bo siow lan peter会不会连续第八次亏损?如果还是亏。你还是去地狱卖鸭蛋吧！会比较好赚的。"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 27, 2019 7:02 PM","scrown","Luau liau"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 2:30 PM","IronShirt","4Q18 maybe Not Good but Good news from Litigation front. Delay results,,,,to post together with
Courts announcement"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 3:17 PM","Diven Teh","delay delay delay delay..............."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 3:22 PM","Diven Teh","come back 2020.........but still delay delay"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 5:21 PM","winfai","QR dabao d."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 6:54 PM","Hein","Sibei jialat 5mil sales turnover. Peter sohai, you need me teach you how to run business?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 7:58 PM","Teh Diven","Under sme businesses"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 7:59 PM","Teh Diven","My customer revenue more than this sohai counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=294","Feb 28, 2019 7:59 PM","Teh Diven","Doing tyre services"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Feb 28, 2019 9:21 PM","Teh Diven","Tipu punya lah"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Feb 28, 2019 9:53 PM","Hein","JJ，撇开火险不谈。他搞的生意真的太差。"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Feb 28, 2019 11:37 PM","ceres22","the term stated 'reassessment of damages will commence on March 2019 onwards' means it could drag for ages...such a misleading and confusing statement, this case drag since 2014....seriously speechless"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 7:54 AM","Hein","Ceres22, I believe Many thing has done in long CM, reassessment in front of judge May not take time."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 11:10 AM","ceres22","JJ, thanks for some insights on the reassesment process.
Hein, fingers crossed, waited too long and too much frus, cant wait to offload this useless counter, lol"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 1:37 PM","ceres22","the term 'march onwards' can be very frustrating......reassessment in Nov also consider march onwards correct or i misinterpret wrongly?.....lol"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 3:34 PM","ceres22","noted jj"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 5:03 PM","ceres22","Great to hear that and everyone is tired after in and out court for 5 years..... by right Hong Leong MSIG can easily compensate the loss by sapu DPS at cheap before limit up to reduce the lost or even cover the whole lump sum,...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 6:24 PM","Hein","Peter pls press down to 0.055. I waiting to sapu."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 1, 2019 9:10 PM","Teh Diven","Dreaming counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 2, 2019 5:54 PM","mikeann","Dps share grossly oversold. Insurance payment likely resolved very soon. Rebound imminent. First resistance at 0.07."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 2, 2019 8:07 PM","fl888","see HB Global ...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 3, 2019 4:47 PM","kk7198","High receivable is no good. Datuk Pang Sai's integrity is always questionable."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 3, 2019 4:48 PM","kk7198","Better focus on O&G counters."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 4, 2019 6:25 AM","fl888","Possible manipulation by developer and DPS, totally sold out and held in escrow on launching by DPS 2-3 Years ago for property appreciation while also awaiting for fire insurance to whack the share price limit up...? At this level, can buy...buying at 1111 lot at 6...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 4, 2019 6:25 AM","fl888","Possible manipulation by developer and DPS, totally sold out and held in escrow on launching by DPS 2-3 Years ago for property appreciation while also awaiting for fire insurance to whack the share price limit up...? At this level, can buy...buying at 1111 lot at 6...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 4, 2019 1:20 PM","IronShirt","they move 500K from 0.07 to 0.065,,,,,,try to scare ikan bilis"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 4, 2019 8:40 PM","Teh Diven","Useless counter. To 0.07 cts"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 5, 2019 10:07 AM","IronShirt","whether Red Cat, Black Cat, Chocolate Cat, can catch Rat, is a Cat"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 5, 2019 2:19 PM","fl888","buy DPS with your FD or SA money, better returns for this year guaranteed by DPS ie. Datuk Pang Sai.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 7, 2019 7:00 AM","Teh Diven","Old cock already..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 7, 2019 7:44 AM","fl888","Old cock can still crow will be good enough for DPS....fire insurance money released this month will activate the old cock .."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 7, 2019 5:48 PM","Hein","HSBC claim as stated in announcement will completed in april. If not appeal, then got two claim. Fantastic!"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 7, 2019 9:15 PM","fl888","DPS going to be a specialist in fire insurance claim and offering such services to others..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 7, 2019 9:21 PM","newbie4444","PN17, RI coming on continued loss. Run.
https://klse.i3investor.com/servlets/stk/fin/7198.jsp"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 8, 2019 6:17 AM","Teh Diven","Announcement ? Later sure postpone wan"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 8, 2019 7:46 AM","fl888","Last RI with free warrant undersubscribed and Datuk Pang Sai has to subscribe himself...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 8, 2019 5:02 PM","IronShirt","so Datuk P is very rich. No need you all, he can finance dps himself. No indicate source of funds"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 8, 2019 8:11 PM","Teh Diven","Need to request from Bursa to delisted this counter. Can't support the growth of economy"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 9, 2019 6:56 PM","Teh Diven","Good good....ask him to delisted DPS. Don't waste time..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 9, 2019 7:51 PM","fl888","DPS is Delisting Pang Sai ...better wake up, making a laughing stock of KLSE with 0 volume transaction.!"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 9, 2019 8:10 PM","kk7198","Nobody wants this Delisting Pang Sai except JJchan n IronShirt."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 10, 2019 7:00 PM","Teh Diven","10 days only. I give u until end of the year..price still yo-yo..case always postpone"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 11, 2019 6:35 PM","fl888","Total fire insurance claim expected almost 80% of the total paid up share capital of the company so cannot blame DPS trying to Pang Sai out the claim and working day and night how to increase the claim rather than seeking out new businesses....."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 13, 2019 11:15 AM","Diven Teh","syok sendir lah.........counter lain steady naik . ini counter steady turun"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 13, 2019 1:52 PM","kk7198","Yes, soon Talam will overtake this counter."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 13, 2019 6:19 PM","Hein","Dead counter, very quiet here...."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 13, 2019 9:06 PM","ceres22","nothing much to look forward except hearing for march, but quite sceptical whether got any or not...haih frus counter"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 13, 2019 9:09 PM","Teh Diven","10 cts pun sudah mau touch..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 10:47 AM","fl888","Very sure Datuk Pang Sai know the outcome of the Fire Insurance Claim, KLSE sure reprimand DPS for non-transparency and insider trading as information is up to his whims and fancies whether to update us.......so I whacked 50% of today 6.5 to wake DPS today.....sure to break 10cts easily..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 12:01 PM","scrown","Eat more 7 sen, queue up for you to buy"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 12:17 PM","Hein","Coming"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 12:32 PM","scrown","Said only"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 3:47 PM","Hein","Say say many times will be real."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 4:22 PM","fl888","From latest report, DPS sued MSIG RM24,219,074 and the Court awarded RM19,496,399 to DPS which is now in DPS solicitor account under FD earning 5%per annum to be calculated from 14-7-2011. In addition , another Fire Claim against HSBC Amanah Takaful is now ongoing for around RM17 million, I think...... DPS is the only counter in KLSE with confirmed or maybe more or lesser amount of money coming back to them, which when included in the qtr result, will show a big and guaranteed turnaround in profit for DPS.....Datuk Pang Sai will whacked it up like a few years ago, when from 10cts. It went to 24cts in one day and I Made RM24k in two hours in one day....will History be replayed by DPS .....? This crooked Datuk and family schemes exposed ?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 4:26 PM","Shareshare1594","fl888 you better not disclose so much coz scrown may withdraw his 7 sen..hahaha"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 5:36 PM","fl888","Report Abuse by DPS likely.....hehehe..."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 7:05 PM","Teh Diven","Boleh percaya ke????"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 14, 2019 7:05 PM","Teh Diven","All scammed"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=295","Mar 15, 2019 4:38 PM","ceres22","wonder where is JJ now? all his messages has been deleted.....maybe he can give some insights on the court case"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 15, 2019 5:12 PM","ceres22","wow ironshirt, u really known him so well"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 15, 2019 5:29 PM","ceres22","JJ was very positive bout DPS and if he is really the BB, then DPS got chance, lol"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 15, 2019 9:26 PM","kk7198","I don't think he is the BB.Maybe a typical ""Jinjang Joe"""
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 16, 2019 12:55 AM","fl888","Just wondering where are LaoTze, Caveman, Richkids, and esp Jenny, who used to post a lot about DPS fire claim issue etc in 2015,,,,hope they are all fine...and missed their posting.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 16, 2019 11:30 AM","ceres22","yes seriously the person i miss most is laotze, he gave really good comments bout DPS but dunno why sudenly like MIA"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 16, 2019 2:12 PM","Teh Diven","May be he fed up already"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 16, 2019 2:14 PM","kk7198","How's about the ever bullish yingchai n shareking1?"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 17, 2019 4:05 PM","Hein","All is peter macai?!"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 17, 2019 5:27 PM","ceres22","Haha now we all know who is who, lol"
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 18, 2019 6:29 AM","fl888","Good news could be a change of name for DPS and direction this coming weeks.."
"https://klse.i3investor.com/servlets/forum/800001452.jsp?ftp=296","Mar 18, 2019 7:25 AM","fl888","DPS is now DUIT PUN SAMPAI.....buy !!"
