"inari_urls_link","inari_urls_date_date","inari_urls_date_user","inari_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 11, 2019 4:32 PM","NGKEANBENG","if GooShen disappear at this forum, inari sure will shoot up"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 11, 2019 5:13 PM","nasai","run"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 10:26 AM","GooShen","Everywhere ppl is celebrating stock win and planning where to happy tonight but those that hold this counter can only be red eye."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:25 PM","Nicholasming91","Today is the perfect day to buy inari"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:29 PM","PHconman","why??because u wanna sell...lol"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:32 PM","Nicholasming91","Nope. Today close 1.64 monday will fly"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:36 PM","Vorster89","168 tested 3 day but failed, sell sell sell"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:54 PM","Moneyking543","Just stay tuned, you will be rewarded"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 12:57 PM","Hidup_Anwar","Overbought ctr. After QR sure drop more."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 4:40 PM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 12, 2019 5:29 PM","Nicholasming91","Break 1.64 runnn"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 13, 2019 12:55 PM","Vorster89","Broadcom up 3%， Monday should follow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 13, 2019 3:44 PM","cheer76","mmsv also crash. Gooshen, crash this one, go to buy mmsv, also crash too. sit back don't buy n run away is the best"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 14, 2019 12:44 AM","INAR12","UP"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 16, 2019 8:28 AM","GooShen","Told you not to touch, now you believe? Weak counter with no fund flow in. Just run to other explosive stock."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 16, 2019 10:30 AM","Ncm88","Kakaka going 1.7 this month"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 9:42 AM","GooShen","Drop badly. You think I simply say? Now 1.63, quickly run while still can."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 10:28 AM","Hanzo","Put your order at 1.60-161 only, anything above will be your lost, few attempt to break but didn't manage, now time to drop, then it will bounce again."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 10:49 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 11:24 AM","GooShen","Since 03/07, I ask ppl run with profits after G20 news drove the price to 1.76. I want you to profit take because I saw some bad indicator. Now drop to 1.60 in 2 weeks, those who chase high, time for you to cut loss for not listening me.
Also identify those jerk that ask you chase high, they are black heart ppl."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 12:35 PM","ray1980","Foreign IB down the Tp price to1.35!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 1:23 PM","guppycrow","miv uptick/kokusai tech stock"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 3:33 PM","jeccy","http://www.mida.gov.my/home/6647/news/outlook-for-technology-sector-se..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 17, 2019 3:50 PM","MingGoon","Inari - going down and down , today market no good, a sea of red
Wait a while, things should be back to normal soon"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 9:05 AM","Patrick13","Well, simply give TP 1.35 only.
No reason no forecast, this is how foreign IB works."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 10:45 AM","goldman88","Every analyst i know of will sure have an agenda. Take each analyst price with a pinch of salt. Put it simply if prices drop, time to buy. If prices goes up time to sell."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 11:32 AM","GooShen","Told you to run at 1.76, everyone scold me. Now drop to 1.57, you like to cut loss. Now I prepare fund two buy at lower price !!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 1:43 PM","Talkcock999","ma ho pao"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 5:19 PM","Yu_and_Mee","If drop to 1.20, I'll ALL IN"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=660","Jul 18, 2019 6:16 PM","GooShen","Tokok you know. While I say will drop from 1.76, after the G20. It happened. Can’t tell you what’s the plan as aemulus, mmsv, kesm already earn big. Hahaha"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 18, 2019 9:16 PM","plroo7","This time u r right - GooShen... When to buy?... Wait..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 19, 2019 9:07 AM","Patrick13","全球手机销售估减2.5%·恐创史上最大衰退纪录
全球手机出货量今年恐将滑落至17亿4500万支，研调机构顾能(Gartner)预估，今年智能手机销售将衰退2.5%，衰退幅度将创史上最大纪录。
顾能表示，手机若无法提供重要的新功能、效率或体验，用户不会升级，将会增长手机使用寿命；手机使用寿命自2018年开始增长，这趋势将延续到2019年。
高阶智能手机使用寿命将自2018年的2.6年，增长至2023年的2.9年。顾能预期，今年手机出货量将滑落至17.45亿支，将减少3.8%，智能手机销售将衰退2.5%，衰退幅度将创史上最大纪录。
至于5G发展，顾能预估，2020年全球将有7%的通讯服务供应商提供5G服务，拥有5G功能的手机占总手机比重将约6%，2023年5G手机占总手机比重可望达51%。
顾能预期，今年包括个人电脑、笔记电脑与平板电脑等运算装置出货量将约4亿零300万台，加计手机，终端装置总出货量将约21亿4800万台，将减少约3.3%。
https://www.sinchew.com.my/content/content_2085820.html"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 22, 2019 1:02 PM","schor","Kukushen. You are here. Don’t sin kah lan again la"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 22, 2019 2:02 PM","schor","Gooshen. Go to Penta forum, all of us are waiting for u. Don’t sin kah lan at here. Knn"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 23, 2019 11:43 AM","SooHai","Yes, buy Penta, can shoot to 4.00"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 23, 2019 4:37 PM","RainT","PENTA already shoot so high
why still go to chase PENTA"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 23, 2019 6:07 PM","cheer76","Inari can chiong tomorrow due to Broadcom http://optitopt.com/1ZdR"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 24, 2019 12:38 PM","Ncm88","Gooshen noob. Looks like my 1.7 tp hit ! Warrant good money"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 24, 2019 12:56 PM","SooHai","Penta is better. Just switch to better.stock. no regret. Penta will make me rich"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 25, 2019 1:47 PM","fitrisahhari","buy dun sell.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 25, 2019 7:53 PM","SooHai","Penta has better forecast. I all in Penta"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 31, 2019 1:29 PM","Patrick13","Apple latest QR beat the forecast."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 31, 2019 1:55 PM","ray1980","Apple Inc listed iPhone sales drop 13.1% compared last year same period.Services revenue still gain up to support the profits.iPhone revenue weakness many Qr already.Huawei purchased many need from others country,but US series company loss the business chances already."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 31, 2019 5:53 PM","GooShen","Don’t touch just stay away. Bad quarter result expected. Cash out your money and buy other stock !!!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 31, 2019 10:02 PM","Jason Gan","@gooshen den why are you even still here ?move on please.facts please."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Jul 31, 2019 11:37 PM","schor","gooshen 仙家懒"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 1, 2019 7:37 AM","GooShen","US market melted down. Possible this counter limit down. Told you stay away and don’t touch, you think I simply say? I will laugh at you now."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 1, 2019 3:19 PM","schor","Gooshen still a sin kah lan."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 2, 2019 8:27 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 2, 2019 8:59 AM","ray1980","US series companies sure gg,Crazy Trump announced new round tax policy.Many sectors take risk not tech only."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 2, 2019 3:14 PM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 2, 2019 3:41 PM","PHconman","avoid semicon stock at the moment..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 3, 2019 6:09 PM","RainT","when everybody is fear
then its time to buy"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 8:51 AM","GooShen","Hopeless counter. Bad qr is expected. Dump all share and crunch popcorn to see it become penny."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 5:20 PM","GooShen","Told you rite, believe now?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 5:33 PM","INAR12","Very stupit, the whole market is down, blame inari and act like a pro here?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 5:33 PM","INAR12","HAHAHA"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 5:51 PM","Robinson","gooshen lar, stock god
.please respect"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 5, 2019 6:49 PM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 6:51 AM","paktua73","morning2 to alk inari fighter..
today bloody tsunami will arrived..
let see today..
can crash down below 1.50 or not..
tut tut
hope can see back below 1.40"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 7:19 AM","ray1980","Bad business situation OTW,drop to 1.00 to 1.20 late 2019(Nov-Dec)!No rush..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 7:48 AM","ray1980","USDJ dropped 767 points,futures drop 480 points continues on Tuesday!Be caution..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 8:12 AM","ray1980","Wow,USDJ futures dropped down seen 630 points on Tuesday!My god..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 8:49 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 9:12 AM","paktua73","yes paktua win bet at 1.46(use teoopers fund)
let ride
tut tut"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 10:05 AM","GooShen","Tokok haha. Save money buy coffin better"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 10:25 AM","Bangkit","RM 1.4 welcome"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 12:04 PM","Wong Wong","come come inari.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 12:05 PM","yorkyork","hi inari fans. im here. start prepare bullets."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 12:06 PM","Wong Wong","toyol toyol is here..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 1:34 PM","EatCoconutCanWin","US pre market green green. time to enter.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 3:42 PM","GooShen","You chase you reach holland faster"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 7:32 PM","yorkyork","Don’t cl, just average down. Penanglang will drive this counter soon. Tp 3.00"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 6, 2019 10:32 PM","yorkyork","Go go inari"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 7, 2019 9:43 PM","GooShen","Go holland got la. Dji drop 450 points now. Cut loss or jump. You make a choice"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 7, 2019 10:07 PM","moneypedia","you jump i jump gah....ebeli nite in ma dleam i see u i peel u.tat is how i know u go onn...."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 8, 2019 10:42 AM","yorkyork","time will tell. dont under extimate my crews"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 9, 2019 10:38 AM","paktua73","done sold 85% from 1.59,1.58
lock back capital
secure good profit..
now hold balance share avrrge per share at 1.46
after succeed reload more at 1.46 previously..
its only tactical step for more abity to fight later..
tut tut
done to secure back capital"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 9, 2019 11:12 AM","ray1980","US Broadcom Inc would announce Third(3) Quarter@04/5/19 to 02/8/19 Fiscal year 2019 results on Thursday,12/9/19!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=661","Aug 13, 2019 3:35 PM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 13, 2019 11:43 PM","RainT","not yet at 1 year low price of RM1.22"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 14, 2019 9:13 AM","Jason Gan","Huat a~trump say relax now~phones are exclude in trade war~"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 14, 2019 9:16 PM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 14, 2019 10:25 PM","ray1980","Crisis coming soon,many sectors die also!I got 90% cash now,10% share only.All guy need prepare bullet to buy back if good stock deep drop!Opportunity timing coming next 9-12 months."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 8:13 AM","GooShen","Today please run. When up you chase, only me ask you not to touch. Because I am the excellent GooShen always true!!!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 9:44 AM","prince4","US-CHINA Trade War market uncertain, local and foreign funds money would not flow in big cap and mid cap stock because everybody scare buy high losses money . In this few month expect Funds manager money would flow out in bigcap and midcap stocks and will short selling midcap stocks for make money so now no prospects cannot buy and hold .
TOP volume all low prices stocks.This is a opportunity ,markets money now flows in cheaper stocks. sharks now start goreng lows price stock at bottom.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 12:31 PM","anticonman","Why QR delay? Not good is it?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 2:52 PM","GooShen","Yes disappointing. Please run."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 3:20 PM","yorkyork","quarter good or bad, i will collect drop collect up collect. i see future."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 3:26 PM","sell","ESOS 1.187. Possible 1.3 after QR?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 3:29 PM","yorkyork","dont care. what the price is. next year 2.60-3.00"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 3:51 PM","wetmarket","@GooShen - Can you please help to explain your yesterday comment by looking at current 1.60 price. Don't act clever lah.
""Today please run. When up you chase, only me ask you not to touch. Because I am the excellent GooShen always true!!! """
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 15, 2019 6:16 PM","Shines","100 times predict sure got 1 or 2 time right"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 8:55 AM","GooShen","Can run you don’t want. Later melt down you cry mother cry father"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 10:24 AM","Seafood","@GooShen
It's our own money...cry mother cry father also our own problem...please stop ur nonsense over here!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 10:39 AM","Jason Gan","Shooshen~boo"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 11:36 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 11:48 AM","Seafood","@GooShen
oh i see...then?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 12:53 PM","GooShen","What you expect ??"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 1:37 PM","Seafood","ok...then?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 16, 2019 3:57 PM","paktua73","done sold back all balance share also at 1.59
lock all profit..
will be back later
tut tut
bye bye"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 17, 2019 10:06 PM","wetmarket","GooShen - Every single hot stock in i3 also have a GooShen. Tell us when it will crash if you are really Shen, give a timeline. Indeed, I am waiting it to crash. Don't jump out to say crash if inari drop 0.10 to 0.20cents. If so, it has already crashed 1 weeks plus ago."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 18, 2019 4:09 PM","GooShen","If you want to against me, all in now. Don’t talk Kok."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 9:16 AM","Seafood","@Gooshen
really childish..ridiculous! be a man! dont talk cock! only know how to be a keybord bastard"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 12:44 PM","GooShen","Told you rite not to touch. Now big drop, you happy?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 12:49 PM","zhihern98","Gooshen being gooshen in many stocks including penta"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 12:50 PM","mf","Sell"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 1:28 PM","chengcheekaan","1.87% is big drop and need to run...please follow GooShen's advice. GooShen is the best. The best of the best."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 1:29 PM","freddiehero","stay cool"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 1:29 PM","freddiehero","r u ready?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 1:51 PM","Seafood","if drop is consider not to touch...then u should leave from stock market...up & drop is normal phenomena in stock market..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 6:23 PM","chengcheekaan","@Seafood,
You're wrong. Market is up buy, drop sell. You don't know ka? Just follow the excellent GooShen.
I hope you ""understand"" me and start make money by following GooShen's advice"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 19, 2019 8:35 PM","Shines","Why bothers when pple buy, sell, cut loss or gain, not going to ask a single sen from you nor to gave you a dime"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 8:05 AM","Seafood","everyone has their own investment method.no need to argue so much.just shut up & invest.no need to spread the ""ideas"" to make buy & sell call. that's it."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 8:24 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 8:49 AM","Seafood","then u just shut up dont comment here...continue comment ask other people follow u is a really dumb ass. u think u are warren buffett?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 9:20 AM","GooShen","I don’t force. It depends on their intelligence. Smart ppl will avoid this counter at this time this price. My duty is continue to say the right thing."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 9:29 AM","Seafood","Ur duty now is shut up! no need to spread useless ""ideas"" or ""news"". be a mature person! i agreed that everyone has the freedom to comment, but, the comments must build upon on the fact things!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 10:47 AM","GooShen","Stay away don’t touch this at this price this time. Run for other better stock"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 10:50 AM","laychee","If everyone listens to GoatSend, he will become Godsend. Whatever he says will turn into reality."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 20, 2019 11:40 AM","laychee","FOMO initiators attacked two Penang factories today.
DUFU & Greatec.
What's next? Rich dads came back from vacations. They are ready to buy?
As trade war escalation temporarily delayed to November?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 12:11 AM","yorkyork","Big rally is forming after result out. I see it’s coming. After 28th August."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 12:11 AM","yorkyork","Have fun n enjoy"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 10:56 AM","GooShen",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 1:27 PM","schor",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 3:48 PM","Patrick13","Keyword: 5G, RF demand
特朗普封杀华为 爽翻台厂 5G大爆单
（台北23日讯）原本外界预期明、后年才会正式降临的5G商机，因中美贸易战恶斗，竟意外地提早报到！原本大家预估是明年、甚至2021年后才会发生的事，没想到，从2019年第二季开始，5G订单春燕已提早来报到。
位于台湾新北市林口区华亚科技园区的砷化镓晶圆厂——稳懋半导体，3个月前，其产能利用率仅55％，这个数字即使是对传产业都颇为难堪，更何况是高科技业。但短短5个月，产能利用率蹿升至90％，员工从去年底2600余人，刚刚突破了3000人大关。
“5G订单比我们预估要提早来，量也比预期的大！”稳懋董事长陈进财说：“本来以为今年不好过，因5G才刚起步，没想到许多国家与电信业者对推动5G很积极，让我们基地台与手机订单出现强劲成长。”
稳懋主要产品——砷化镓半导体，是通讯用射频元件的最关键核心。一组射频元件是由数颗功率放大器（PA）、开关、滤波器、低噪放大器等零件组成。不但每支手机需要射频元件，每个基地台也需要射频元件，否则信号没办法传输。
苹果分析师、天风国际证券高科技分析师郭明錤指出，4G iPhone手机，每支需要三颗PA，5G iPhone则至少需要9颗，其中6颗是为了5G讯号传输所用。
5G商机提早到来，一部分还得感谢美国总统特朗普为封锁中国华为的高端半导体产品“禁售令”。华为禁售令非但没有拖累中国发展5G脚步，甚至激起中国更大野心，华为积极地储备存货，针对许多“较难取得”的零组件，甚至备足了一年存货。
产业研究机构Gartner预测，因为不景气，加上中美贸易冲突，全球半导体营收今年将衰退高达9.6％。台积电财务长何丽梅却在第二季法说会中释出，第三季营收可望较第二季成长17~18％好消息。
以此推算，只要台积电第四季营收较第三季成长1％以上，2019年就可望维持在正成长之上，摆脱大环境整体衰退泥淖，其最大功臣正是来自“5G相关晶片订单的强劲成长”。"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 23, 2019 7:12 PM","Sslee","Dear Icon8888,
Posted by Icon8888 > Aug 19, 2019 12:44 PM | Report Abuse
I did not buy insas
I bought inari (and TSMC)
https://klse.i3investor.com/blogs/icon8888/220402.jsp
May I ask what are the reasons you did not buy Insas when Insas NAPS is RM 2.59, holding 600million+ Inari shares at book value (Not mark to market as Inari is associate company of Insas) and moreover every one cent dividend from Inari is 6 million free cash flow into Insas?
Buying one Insas shares is indirectly own 0.91 Inari shares and many more read below:
https://klse.i3investor.com/blogs/Sslee_blog/215437.jsp
https://klse.i3investor.com/blogs/kcchongnz/216003.jsp
Thank you"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 24, 2019 9:39 AM","ray1980","Inari's order more from US series companies.Many global order go to Taiwan,Singapore and Japan already.This 2Qr(report coming soon) and 3Qr results could monitor the impact is good or bad."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 24, 2019 9:42 AM","Robinson","qr good also useless. trade war bigger than all. monday limit. down"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=662","Aug 24, 2019 10:47 AM","GooShen","Monday will drop badly. Ask you not to touch you think I simply say? Below 1.50 I will buy."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 26, 2019 9:18 AM","GooShen","Told you don’t chase. Now big drop, hero all hide away."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 26, 2019 9:22 AM","NGKEANBENG","GooShen drop 5sen only ma, not 50sen, say big drop pula, your stupid 80sen target where ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 26, 2019 11:28 AM","Seafood","@NGKEANBENG
Just ignore that stupid fella's comment..he appears everywhere..even in penta forum.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 26, 2019 8:33 PM","Shines","Hahaha"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 2:58 PM","GooShen","Big drop soon. Sell now and go away."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 4:13 PM","schor",""
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 4:19 PM","GooShen","Super bad qr!!!! Run now !!! Please"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 4:20 PM","GooShen","Please trust me and run !!!! Big drop coming ahead !!!! 1.58 last price"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 4:53 PM","GooShen","Super bad qr is expected !!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 10:14 PM","cheer76","Mi is supplier of Inari. Mi issue very good Q. Inari bad Q?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 27, 2019 10:15 PM","cheer76","Semiconductor index is uptrend now. Yesterday was downtrend."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 28, 2019 10:47 AM","GooShen","Please run. Later will release a very super duper rotten quarter !!!!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 28, 2019 10:47 AM","GooShen","Many ppl already lineup disposing it. You better be quick !!!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 28, 2019 11:19 AM","schor","Gooshen. Better don’t invest in stock. So Kia si. Sin kah lan you are Number 1. Fxxx off la."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=663","Aug 28, 2019 11:36 AM","KW7693","rubbish 屁股神"
