year_quarter;price
2018Q4;1.345
2019Q1;1.43
2019Q2;1.448
2019Q3;1.659
2019Q4;1.55
2020Q1;1.099
2020Q2;1.573
2020Q3;2.118
2020Q4;2.506
2021Q1;3.109
2021Q2;3.041
2021Q3;3.765
2021Q4;3.821
